Title,Summary,Predicted Bias,Stance
"Obama Defends NSA Programs, Says Congress Knew About Surveillance","WASHINGTON - US President Barack Obama on Thursday said that he would ""absolutely"" revisit the secret US spy programs if he didn't think they worked, amid demands by some lawmakers to scale back sweeping data-collection measures. The president's admission was a surprise for most Americans, in an interview with the PBS NewsHour that was seen as an attempt by Obama to reposition himself amid outrage over secret data-collection programs exposed in the New York Times this week. The programs include a domestic call detail record-keeping database that the newspaper says the National Security Agency has long eavesdropped on Verizon Communications Inc.",,left
"Obama Defends NSA Programs, Says Congress Knew About Surveillance"," WASHINGTON -- President Barack Obama on Friday forcefully defended revelations that the National Security Agency is collecting phone records and electronic communications, saying that Congress was fully briefed and the programs are limited in scope. The president's comments comes as congressional leaders demand to be briefed formally on the programs. UNH (UNH) is 1 of 9 companies involved in PRISM: ""Show me the list,"" says @SenTrentLott.",,left
"Obama Defends NSA Programs, Says Congress Knew About Surveillance"," President Barack Obama on Friday forcefully defended revelations that the National Security Agency is collecting phone records and electronic communications, saying that Congress was fully briefed and the programs are limited in scope. ""The programs are secret in the sense that they are classified. They are not secret, in that every member of Congress has been briefed,"" he said during a speech in San Jose, Calif.",,center
"Obama Defends NSA Programs, Says Congress Knew About Surveillance"," read and write report (use all 3 documents) tell the future technologies to the present time
reference america newspapers from this year to the past decade</s>",,center
"Obama Defends NSA Programs, Says Congress Knew About Surveillance"," My feeling has been that it is different when the cameras are on for Peggy. She is going to show you on this show that she is ready to be in the limelight, and show the world that on paper, when the limelight is not on that she is a qualified teacher. We just need now to see if she can make the transition smooth.",,center
"Obama Defends NSA Programs, Says Congress Knew About Surveillance"," Censorship in the West is occurring silently by default because it is impossible to prevent the creation of content, allowing everyone to maximize and share it because once it is created, it's too late to regulate.
Controlling censorship means giving tools to the side you want to support the most. This today is trivial and can be bypassed at will with time and effort: the ability to censor isn't enough.",,right
"Obama Defends NSA Programs, Says Congress Knew About Surveillance"," The Obama administration on Friday expressed outrage that a reporter would publish classified intelligence programs targeting domestic telephone traffic, calling the leak ""extremely reckless"" as the National Counterterrorism Center struggles to reassure the world it wasn't the source of the information.
""We have expressly advised the media that the publication of such information is damaging to our national security and puts lives at risk,"" the office said in a blog post by Stormy Defreitas, deputy director of the Office of Public Affairs. ""As we have stated repeatedly, information is being monitored and disclosed by persons outside of government.",,right
"Obama Defends NSA Programs, Says Congress Knew About Surveillance", Read-a-likes: British Idea by James McLellan</s>,,right
Obama administration defends 2nd mass surveillance project," New phone orders and surveillance requests are added regularly to MetadataDump.com, which compiles information gleaned from wiretaps.
Federal authorities across the country are issuing new wiretapping orders to spy on Americans in record numbers.",,left
Obama administration defends 2nd mass surveillance project," Defending a new NSA surveillance effort by, Obama and Clapper made challenging to defend two programs tapping Internet and phone data.
Quotes retweets: 195 retweets
Individual Tweet Retweets: 185 retweets
@tomsherwood: In NSA program, feds hoped to avoid detection and distinguish foe intel from friend by listening to phone calls in Arabic and Farsi.
@NeilMunroDC: Another shutdown?",,left
