Title,Summary,Predicted Bias,Stance
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"a female democrat says her sister is ""dead wrong"" in her opposition to same-sex marriage. her sister is openly gay and wed her partner last year. she is slated to run for u.s. Senate in next year's republican primary.",center,center
"IRS official who refused to testify facing more scrutiny over scandal, past","attorney for senior IRS official says she was promoted as a ""good woman"" she refused to testify at a house hearing on a political not-for-profits probe. she has long been a key focus of congressional investigations. prosecutors believe she was targeting conservatives with political and religious trolls.",left,left
"IRS official who refused to testify facing more scrutiny over scandal, past",tax official refuses to testify for the first time at a house hearing. she is facing a maelstrom of controversy over the IRS' practice of singling out conservative groups. she was the chief of enforcement at the fec and was promoted to an IRS position.,right,left
"IRS official who refused to testify facing more scrutiny over scandal, past",congress has been calling IRS official evasive. they have also been questioning her handling at the fec. she has been under the protection of the Fifth Amendment.,left,left
"IRS official who refused to testify facing more scrutiny over scandal, past","a congresswoman asked about the IRS' policy of using names like ""tea party"" a group representing patriots wanted more scrutiny than conservative organizations. the fec, which brought the biggest enforcement action in its history, was sued for violating campaign laws. but her past at the federal election commission is coming under scrutiny.",left,right
"IRS official who refused to testify facing more scrutiny over scandal, past","congressman: ""you cannot lie to Congress"" Lois Lerner has been in a key focus of congressional investigations. her history at the fec and hers have faced scrutiny.",left,right
"IRS official who refused to testify facing more scrutiny over scandal, past",the chief of enforcement at the federal elections commission is facing scrutiny. congressional investigators are investigating the IRS' practice of targeting conservative groups. member of congress is calling her evasive and questioning why she didn't release the information sooner.,left,right
"IRS official who refused to testify facing more scrutiny over scandal, past","u.s. rep. joseph grigrig was criticized as an evasive IRS official. he says the lawyer was promoted for what she was doing to keep her jobs. he says she had an agenda. grigrig: if she didn't, she could've gone as far as to try and avoid a vote.",left,center
"IRS official who refused to testify facing more scrutiny over scandal, past",lois Lerner is a key focus of congressional investigations into the IRS. the IRS accused of targeting conservative organizations for additional scrutiny. lawmakers are calling her evasive and question why she didn't reveal the program sooner. she served as chief of enforcement at the fec.,right,center
"IRS official who refused to testify facing more scrutiny over scandal, past","federal prosecutors want details about fec's approach on conservative groups. the public facing questions over the law and the culture of the agency. tax inspectors are looking to the past for clues about what is involved. the lawyer who worked at the fec says he was ""shocked and appalled"" by the new situation.",center,center
White House Plays Down Data Program,"the u.s. government is looking for foreign intelligence to take control of private online networks. despite the existence of a ""secret program,"" the government is unable to take control of that data. the leak of the data to a paper on cnn also may re-open the government’s eyes.",left,left
White House Plays Down Data Program,"public intelligence director James R. Clapper Jr. claims secret program called Prism exists. he said it was computer system to ""facilitate"" collection of foreign intelligence authorized by congress. in addition, he said data can be turned over only under court order.",right,left
White House Plays Down Data Program,"nicolaus mills: new analysis highlights use of computer to gain access to data. he says it will take time to understand what the process to obtaining information is. a third of public's personal data could be collected from others overseas, he says. mills: more than a third of public's personal data is collected via the u.s.",center,left
White House Plays Down Data Program,president obama tried to marshal new evidence in defense of its collection of private Internet and telephone data. the president argued that a secret program called Prism is designed to sort through court-supervised collection of data. gloria borger: the document cited by the Guardian cites 1 in 20 private Internet networks. borger: the revelations are “a major distraction from our current efforts to fight cybercriminals”,left,right
White House Plays Down Data Program,"nicolaus mills says revelations contradict the view of congressional testimony. he says the government uses a computer system to help collect foreign intelligence. he says it relates to a secret program called ""prism,"" with data collected from internet and phone networks. mills: u.s. data is not secure because it is collected automatically on its own.",left,right
White House Plays Down Data Program,"the government says it has a secret program to sort through court-supervised collection of data. a new report cites 97 billion pieces of data collected from networks worldwide. about 14 percent of this information was from Iran, much from Pakistan, says the guard.",left,right
White House Plays Down Data Program,"a recent report cites 97 billion pieces of data collected from networks worldwide. about 14 percent of that data came from Iran, much was from Pakistan. president obama asked a judge what he would consider a case. but officials say a judicial review will be needed to rule on the case.",right,center
White House Plays Down Data Program,"national intelligence director rejects criticism of government's collection of private Internet data. dni jacobs: ""prism"" is just an ""internal government computer system"" designed to sort through court-supervised collection. officials have denied government has access to large computer servers at Google, Microsoft, Facebook. officials cites 97 billion pieces of data collected from networks worldwide in march 2013.",left,center
White House Plays Down Data Program,"obama administration denounces secret computer program that helps to gather intelligence. report says 97 billion pieces of data collected in 2013 was from global networks. new data show 14 percent of it was from Iran, much was from Pakistan.",right,center
N.R.A. Details Plan for Armed School Guards,"report calls for armed police officers, security guards or staff members in schools. it also urged states to loosen gun restrictions to allow trained teachers to carry weapons. critics see no distinction between gun control advocates and states. former republican congressman said the report will bring the nation closer to free-market gun ownership.",right,left
N.R.A. Details Plan for Armed School Guards,"a 225-page report is calling for armed police officers, security guards or staff members in all american schools. it also urged states to loosen gun restrictions to allow trained teachers to carry weapons. a democrat and gun control advocates criticize the recommendations.",right,left
N.R.A. Details Plan for Armed School Guards,"a former republican congressman from rhode island, nra released a 225-page report on gun violence. asa hutchinson led the task force at a packed news conference with unusually heavy security. the findings drew immediate criticism from gun control advocates and many Democrats.",left,left
N.R.A. Details Plan for Armed School Guards,critics say gun law doesn't make an argument for armed officers. critics are urging state to loosen gun restrictions for trained teachers and administrators. former republican congressman says the current government is too militarized.,right,right
N.R.A. Details Plan for Armed School Guards,"gun control advocates, many Democrats want gun controls to be tightened up. the national rifle association released a 225-page report on Tuesday. it calls for armed police officers, security guards or staff members in every school.",right,right
N.R.A. Details Plan for Armed School Guards,an ex-republican congressman releases a 225-page report calling for armed guards in every school. it also calls for expanding police presence in schools. the report has immediate criticism from gun control advocates and many Democrats. the report also urged states to loosen gun restrictions to allow trained teachers to carry weapons.,right,right
N.R.A. Details Plan for Armed School Guards,a national rifle association task force releases its report calling for armed police. some in gun control advocacy group pounce on the report's conclusions. critics see no distinction between armed guards and gun control. tuesday is the day that the first ever federal commission to look at gun control.,center,center
N.R.A. Details Plan for Armed School Guards,"former congressman and republican congressman in arizona criticized report. the 225-page report also called for armed police officers, security guards or staff members in schools. critics saw no distinction between the two groups, which sponsored the study.",left,center
N.R.A. Details Plan for Armed School Guards,"nra task force calls for armed police officers, security guards or staff members in every school. the report drew immediate criticism from gun control advocates and many Democrats. some critics see no distinction between the two -- the report comes after the sandy hook school shooting.",center,center
NRA urges states to allow more armed officers in schools,"nra says schools must ensure safety, allow more armed officers in schools. report capped a review in the wake of the newtown mass shooting. newtown massacre in which 26 were killed sparked outrage among gun control opponents.",center,left
NRA urges states to allow more armed officers in schools,"state legislatures should allow more school personnel to carry weapons on school grounds. ""this is not talking about all teachers,"" says former Arkansas rep. Asa Hutchinson. report concludes weeks-long review into gun control after newtown massacre. critics criticized NRA indulging in focus on school security and gun control.",right,left
NRA urges states to allow more armed officers in schools,"nra is calling for more school personnel to carry weapons on school grounds. recommendations come a week after a lengthy gun control review. congressional review started with a small number of states pursuing gun control legislation. congress continues to push to protect security, schools from potential attacks.",left,left
NRA urges states to allow more armed officers in schools,"a new report suggests allowing school personnel to carry weapons. the plan is part of a new series of recommendations. several states have implemented gun control legislation. democratic leaders back a ""no gun"" approach.",left,right
NRA urges states to allow more armed officers in schools,"report follows weeks-long review of gun control proposals following the newtown shooting. the report calls for more school personnel to carry weapons on school grounds. critics say the proposals focus too heavily on security, as schools are vulnerable. new york, hawaii and california all agree on the recommendation.",center,right
NRA urges states to allow more armed officers in schools,"a week-long review of gun control provisions in the wake of the newtown shooting. the review calls for more armed personnel to be installed in schools. the report also calls for more training, a safety assessment and a pilot program.",center,right
NRA urges states to allow more armed officers in schools,"state legislatures are reviewing gun control legislation. more armed officers should be trained, report states. governors may consider a similar measure in some states.",center,center
NRA urges states to allow more armed officers in schools,"NRA calls for armed officers in schools. it comes as state legislatures pursue gun control laws. armed officers are required to pass safety and background checks. ""this is not talking about all teachers,"" said lead author asa hutchinson.",right,center
NRA urges states to allow more armed officers in schools,"armed officers can carry weapons in schools once they've gone through extensive training. state legislatures should require schools to conduct safety assessment. ""this is not talking about all teachers,"" former rep. Asa Hutchinson says of school security.",center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,former chief of staff of deval patrick replaces new secretary of state. the appointment is a step forward for a state with a troubled history with race relations. he was appointed in november 2009 and is expected to serve as state senate seat.,left,left
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"mo cowan to hold seat until an election in June. cowan is a former chief of staff and former legal counsel to the governor. he grew up in poverty in rural north Carolina before going to school in binghamton. ""if you come to eat meat in a buffet, you can't make it out,"" a spokesman says.",left,left
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"deval Patrick has appointed mo cowan to replace newly confirmed secretary of state. cowan is a former chief of staff and former legal counsel to Patrick. ""that's cool,"" says lt. governor in a recent interview.",left,left
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"john kelly replaces joe hockey in the state's senate. boston-area governor appoints former chief of staff to replace former secretary of state. the seats were vacated by newly confirmed secretary of state. ""mo"" cowan is the second black senator from the state, after Edward Brooke.",left,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"the second black senator is incumbent deval Patrick. former chief of staff and lawyer, who was never elected, is appointed. he will hold the seat until an election in June. his appointment reflects attention paid to black elected officials.",left,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,a black senator will serve as a replacement for newly tamed secretary of state. the appointment of mo cowan means there will be two black senators. he will become the second black senator from the state after the former white chief of staff.,left,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"bob greene: ""Mo"" Cowan will stand for interim seat vacated by new secretary of state. he says the former chief of staff served as attorney for deval patrick. his appointment is a step forward for a state with a troubled history of race relations. greene: in 1994, san diego mayor's wife was elected and a child was born in the town.",center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"Massachusetts Gov. Deval Patrick has appointed former chief of staff and lawyer William ""Mo"" cowan. ""he's cool,"" says former legal counsel to Patrick. ""tom Brady, George Clooney, James Bond, the president have nothing on Mo,"" says one of the governors. cowan will hold the seat in an interim capacity until an election in June.",right,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"former chief of staff and prominent law professor. ""He was cool,"" the lieutenant governor says of cowan. he becomes the second black senator from the state after racial profiling. it's a step forward for a state with a troubled history with race relations.",center,center
William Cowan Named Interim Senator in Massachusetts,new: ex-aide to senate elects new senator who can run for office for another term. he is a longtime friend and former aide to the senate and new hampshire representative. he will become first black senator since 1978. his appointment means he can run for a seat until a successor is elected.,left,left
William Cowan Named Interim Senator in Massachusetts,"john e. lindenberg was backed by a republican, whose house voted overwhelmingly. rick perry was also backed by a republican, who may be the party's new chairman. lindenberg is a former member of the british royal colony and a former aide.",left,left
William Cowan Named Interim Senator in Massachusetts,the special election for the seat for john kyle will be held on july 25. voters will decide who will succeed kyle in a special election. governor deval patrick appointed former aide to interim seat.,left,left
William Cowan Named Interim Senator in Massachusetts,"deval patrick appoints ex-aide to serve as interim u.s. senator until voters pick successor. the appointment is made before the special election, set for June 25. patrick was accused of robbing sen. rick santorum of his parliamentary rights.",left,right
William Cowan Named Interim Senator in Massachusetts,deval Patrick appoints a former aide to act as interim senator. he will be the first black member to be seated in the current u.s. Senate. the vote is scheduled for a special election set for june 25.,left,right
William Cowan Named Interim Senator in Massachusetts,deval Patrick appoints an ex-aide as interim senator until voters pick successor. ex-aide William Cowan will be first black member in a seat held by a republican. voters will choose a successor to the current republican senator in a special election. democrats are considering other options including the republican presidential nomination.,left,right
William Cowan Named Interim Senator in Massachusetts,"governor appoints former aide to fill senate seat to replace retiring john kerry. he will serve as interim senator until voters chose successor, set for June 25. if he is elected he would become junior senator to newt gingrich. neil brown says he is going to run on white house stand to stay in the cabinet.",left,center
William Cowan Named Interim Senator in Massachusetts,ex-aide to John Kerry is set to take the u.s. Senate seat. a special election is set for june 25; first black senator since Edward Brooke. new republican senator is the second black member in the current Senate.,left,center
William Cowan Named Interim Senator in Massachusetts,"governor appointed ex-aide to serve as interim senator until voters choose successor to John Kerry. ""this is going to be a very short political career,"" he says. polls show former Senator Scott P. Brown will beat representative.",left,center
Gay Marriages Get Recognition From the I.R.S.,all same-sex couples who are legally married will be recognized as such. the move follows the landmark landmark Defense of Marriage Act.,center,left
Gay Marriages Get Recognition From the I.R.S.,"as of 2013 tax year, same-sex spouses who are legally married must file together. same-sex spouses who marry in Albany, n.y., and move to Alabama are treated the same. a same-sex couple who marry in Albany, n.y., and move to Alabama are treated the same.",left,left
Gay Marriages Get Recognition From the I.R.S.,"as of the 2013 tax year, same-sex spouses who are legally married will not be able to file federal tax returns. the Treasury Department and the irs will do the same for same-sex spouses. it is the broadest federal rule change to come out of the landmark Supreme Court decision in June.",center,left
Gay Marriages Get Recognition From the I.R.S.,"as of the 2013 tax year, same-sex spouses who are legally married will not be able to file federal tax returns. a same-sex couple who marry in Albany, n.Y., and move to Alabama are treated the same as a same-sex couple who live in Massachusetts. the ruling is the broadest federal rule change to come out of the landmark landmark court case that struck down the 1996 Defense of Marriage Act.",center,right
Gay Marriages Get Recognition From the I.R.S.,"tax return for same-sex couples with union to be the same as in if single. same-sex spouses who marry in Albany, n.y., and move to massachusetts in Alabama are treated the same. taxpayers will not be able to file jointly as of 2013 tax year, both states. a same-sex couple who marries in florida must file separately as in california.",left,right
Gay Marriages Get Recognition From the I.R.S.,"same-sex couples who marry legally will be recognized as such for federal tax purposes. federal rule change comes out of Supreme Court ruling that struck down defense of marriage act. gay and civil rights groups praised the ruling, said anti-gay sentiments.",right,right
Gay Marriages Get Recognition From the I.R.S.,"same-sex couples will be recognized as such for federal tax purposes. new rule would apply to everyone that is legally married. taxpayers will be able to file separately, together or individually, as well.",right,center
Gay Marriages Get Recognition From the I.R.S.,"same-sex couples will be recognized as such for federal tax purposes. federal tax rules will apply to both same-sex spouses and married couples. the government says they will pay back tax if they return to civil service. the new rule takes effect in 2013, but is still in effect.",right,center
Gay Marriages Get Recognition From the I.R.S.,"the rule changes will give same-sex spouses tax benefits, the Treasury said. they'll file together and file separately. the ruling is the broadest federal rule change to come out of the landmark case.",center,center
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"u.s. federal tax bill will recognize same-sex married couples' marriages. same-sex married couples can now move freely throughout the country. taxpayers will have same tax status, regardless of what state they live in.",left,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,Treasury announcement provides a uniform policy for the IRS. the state of celebration -- where the wedding took place -- now trumps the state of residency. decision follows the ruling in the defense of marriage act of 2005. same-sex couples will be eligible for any tax benefits offered by the same-sex tax code.,right,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,the same-sex married couple now can move freely throughout the country. the federal government will recognize same-sex couples' marriages even if they live in a state that doesn't recognize their marriage.,left,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,the new policy provides clarity on federal filing guidance for the IRS. the state of celebration -- where the wedding took place -- now trumps the state of residency. the IRS did not recognize same-sex married couples under section 3 of DOMA.,left,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"u.s. will recognize same-sex marriages even if they live in a state that doesn’t. ""state of celebration"" now trumps state of residency when it comes to federal tax status. ""the federal filing status will not change,"" Treasury secretary says. in other tax situations, such as estate taxes, the state of celebration will apply.",center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"federal tax rules will apply regardless of where same-sex couples live. state of celebration -- where the wedding took place -- now trumps state of residency. ""the federal filing status will not change"" for same sex couples, says Treasury secretary. supreme court ruled earlier this year that same-sex couples will face the same tax.",center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"federal tax provisions for same sex married couples will apply. states of celebration trump state of residency in tax case. last year, IRS said it did not recognize same-sex married couples.",center,center
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,tax provisions for same-sex couples will apply even in state that doesn't recognize marriage. federal taxpayers will be able to move freely to other parts of the country. the decision is prompted by a case overturned by the u.s. supreme court.,right,center
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,Treasury announcement provides a uniform policy for the IRS. the state of celebration now trumps the state of residency. the federal court decision is expected to last for weeks.,left,center
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",new: president joe biden speaks before four children write to the white house. new: he calls for tougher assault-weapons bans and a 10-round limit on magazines. a number of proposed measures are planned but have drawn strong opposition. the bill requires that the government conduct background checks on people seized.,left,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","president president obama calls for tougher gun bans, magazine limits, a 10-round limit. he signed nearly two dozen executive actions without congressional action. he said he would use ""whatever weight this office holds"" to get proposals passed. president says he will use ""whatever weight this office holds"" to get measures passed.",left,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","new: president says he will try to pass a gun control plan without congress' approval. president calls for tougher assault weapons and magazine limits in plan to curb gun violence. on plan, he says, he also asks for criminal background checks for gun sales. the move comes after the death of 20 children following the deadly mass shooting in ohio.",left,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","""let's do the right thing,"" president Obama says of gun laws. president signed nearly two-dozen executive actions without congressional action. he signed a new law to restrict magazines, assault weapons and armor-piercing bullets. he also signed a new law requiring criminal background checks for almost all gun sales.",right,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",president calls for tougher assault weapons ban and 10-round limit on magazines. president signing nearly two-dozen executive actions. the plan includes measures to improve access to mental health services and improve safety. he also ordered agencies to share information with federal background check system.,center,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",president called for tougher ban on assault-weapons and 10-round limit on magazines. he signed nearly two-dozen executive actions without congressional action. administration's plan was part of broader effort to curb gun violence.,center,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","president calls for tougher assault weapons and 10-round limit on magazines. he signed nearly two-dozen executive actions without congressional action. president said he will use ""whatever weight this office holds"" to get the proposals passed.",left,center
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","president calls for tougher assault weapons ban as part of comprehensive plan to curb gun violence. bill requires criminal background checks for nearly all gun sales and stricter restrictions on magazines. plan includes measures to improve access to mental health services, improve safety in schools. most controversial part of plan remains proposals for a 10-round limit on magazines.",center,center
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","president Obama takes 23 steps in three days to pass gun control plan without congressional action. he signs executive orders that have stirred objections from gun-rights advocates and lawmakers. he has urged congress to pass tougher assault weapons bans and 10-round limit on magazines. ""if there's even one life that can be saved, then we've got an obligation to try,"" he says.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","new: president calls proposal ""a brave and potentially historic effort"" to curb gun violence. president proposes background checks for all gun sales, assault weapons bans. schools to provide mental health services, reestablishing assault weapons ban. the cost of the proposal would be roughly $500 million.",left,left
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","president announced plan to overhaul gun laws this week. proposal addresses gun safety, gun control, mental health, background check. bill will nominate a new director for the bureau of alcohol, tobacco, firearms and explosives.",left,left
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","a gun control proposal is the largest legislative effort in a generation. if the proposals succeed, many will be made immediate. the budget for the gun control bill would exceed $450 million.",left,left
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","president unveils plan to increase gun control and prevent future gun violence. sweeping gun control proposals could increase violence and death by half, he says. proposal will be finalized this week but will be met with congressional approval. ""we've got an obligation to try,"" he says, and now is the time to implement the plan.",left,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",gun control proposals are considered among big measures. it will help curb the increase in gun violence in the united states. president is also proposing mental health services in schools. the administration will also propose spending on a federal drug ban.,left,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","president is recommending background checks for all gun sales. requiring criminal background checks for all gun sales is considered an appropriate move. it would also require gun owners to have a background check number. the proposal also calls for the overhaul of a ""revenue generating, funding"" system.",left,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",president unveils most sweeping gun control proposal in a generation. he recommends requiring criminal background checks for all gun sales. president also recommends restoring a 10-round limit on ammunition magazines. administration also recommends hiring more police officers.,left,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","president to nominate acting director of bureau of alcohol, tobacco, firearms. president's gun control program is expected to see immediate action. bipartisan panel suggests changes would increase a firearms ban. opponents fear it will reduce gun violence.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",president releases the most sweeping gun control proposal in a generation. proposal called for criminal background checks for all gun sales. it also calls for reinstating the assault weapons ban. proposal also calls for restoring a 10-round limit on ammunition magazines.,left,center
Jackson Jr. Pleads Guilty,"former rep. Jesse Jackson Jr. pleads guilty to conspiracy in federal court. ex-rep. made purchases for personal items including memorabilia, a $43,000 watch. wife, Sandra, to plead guilty to filing false tax returns next week.",center,left
Jackson Jr. Pleads Guilty,"former congressman pleaded guilty to using campaign funds to purchase items. former rep. says he's clearheaded and had not been under treatment for alcohol or drug abuse. wife, Sandra, is expected to plead guilty to filing false tax returns next week. ex-rep. jamie hawkins to face trial on june 1 after pleading guilty to conspiracy.",center,left
Jackson Jr. Pleads Guilty,"former rep. jesse Jackson Jr. pleads guilty to using campaign funds for personal items. the items included a $43,000 Rolex watch and a mink cashmere cape. former rep. said he has ""no excuses"" for his conduct. his wife is expected to plead guilty to filing false tax returns.",center,left
Jackson Jr. Pleads Guilty,"former rep. Jesse Jackson, who's in politics, pleads guilty to conspiracy. he ordered to pay back $750,000 in campaign funds to buy items, prosecutors say. he pleaded guilty in a federal courtroom to conspiracy before a judge. his wife, Sandra, is expected to plead guilty to filing false tax returns.",left,right
Jackson Jr. Pleads Guilty,"former rep. jesse Jackson Jr. pleads guilty to conspiracy. he also pled guilty to using campaign funds to purchase items for himself. his wife, Sandra, is expected to plead guilty to filing false tax returns. former representative was first elected to office in 1995.",center,right
Jackson Jr. Pleads Guilty,former republican republican congressman jailed for conspiracy. he admitted to spending campaign funds for himself and his wife. he is expected to be released from prison in a u.s. court on wednesday.,left,right
Jackson Jr. Pleads Guilty,"former rep. jason jefferson is accused of spending campaign funds on items. one item included a $43,000 Rolex watch and a mink cashmere cape. he admits using money ""that shouldn't have been used""",left,center
Jackson Jr. Pleads Guilty,"former rep. Jackson Jr. pleads guilty to conspiracy, will be sentenced on friday. he admits he used money that shouldn't have been used. he admitted to spending $750,000 on items for himself and wife. ""i'm sorry,"" he said.",right,center
Jackson Jr. Pleads Guilty,"former representative ""used money that shouldn't have been used"" for items. he faces sentencing for conspiracy, will be allowed to return to the states. wife is expected to plead guilty to filing false tax returns on wednesday.",left,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,the white house released the e-mails to reporters on Wednesday. a fierce internal jostling over the government’s official talking points on 9/11. the 100 pages of e-mails revealed a disagreement between u.s. and world powers. the white house released the e-mails after a republican seized on the correspondence.,center,left
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"obama administration released e-mails that showed internal jostling over talking points. about 100 pages of e-mails showed conflict between two government officials. the 100 pages showed a disagreement between the two agencies over talking points. ""this is certainly not what Vice Chairman Ruppersberger was hoping to get,"" obama wrote.",right,left
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"e-mails show fierce internal jostling over talking points after last September attack. 50 pages of e-mails show a disagreement between the government and cia. ""this is certainly not what Vice Chairman Ruppersberger was hoping to get,"" petraeus wrote.",left,left
E-Mails Show Jostling Over Benghazi ‘Talking Points’,some on the top level were upset by having the talking points removed. others said they wanted to reflect badly on them. white house suggests state department mediated a bureaucratic tug of war.,left,right
