Title,Summary,Predicted Bias,Stance
White House Plays Down Data Program," The NSA collects over 30,000 million telephone and Internet calls a month. The National Security Agency has the capacity to collect around 14 billion messages. The NSA is able to collect an enormous amount of information about every American. It was responsible for the bulk collection of data on about 1.6 billion emails in 2013 and has been in constant communication with the FBI, the CIA and other agencies.
The Guardian is only the latest in a series of newspapers to expose revelations that the government has collected data for almost a decade on Americans using the internet. At first, the reports were confined to the United States, but some media have begun reporting that in some cases the records were collected by the NSA, not the National Security Agency.
In April, the New York Times revealed that in addition to the bulk collection of phone and internet records, the US government is also collecting and sending data, as well as emails, to countries across the world. The newspaper reports that, for the third year in a row, the NSA has obtained more than 30,000,000 emails in more than 100 countries using the Tor protocol, a common method used for encryption. The NSA has asked the government to hand over information that may have been incidentally collected by those countries. Some intelligence officials claim the government has collected data to collect some kind of ""dual threat"" defense of communications.
These stories indicate that the US government is collecting and giving out bulk information on American citizens and their communications that is, again, secret to the public at large, and has been used by Congress to do the same for more than a decade. These documents show the NSA's collection of people's metadata has been used for political, religious, racial and other anti-immigrant and anti-Semitic purposes — and not just targeting American people.
The Guardian's revelations about the National Security Agency's collection of metadata on Americans are also noteworthy because they appear to contradict claims by Mr. Snowden, who has revealed that he is not actually an American at all and has only been granted diplomatic asylum in Germany. The documents and the disclosures of other such documents from the Guardian show that the NSA may have been able to collect a massive amount of the information and to use it for political, educational and political purposes if its surveillance powers were so constrained. It may have also been able to obtain information about US citizens and others, as well. However, Mr. Snowden may have also had an effect on American democracy, as The Guardian reports that an American citizen, who did not want to be identified, did send a",left,center
White House Plays Down Data Program," The National Security Agency and National Security Council conducted surveillance programs in secret in secret. As of last November, the National Security Council had already revealed nearly 150 billion records collected from American telecommunications systems in 2009. No public comments on the program are now needed, but Mr. Clapper's remarks, while the first to appear in a Guardian article, raise the prospect that the United States has at least two such programs. The NSA, the CIA, and the Department of Homeland Security in the U.S. and around the world would all have to declassify such information under President Barack Obama's guidance.
There is still no guarantee, however, that the National Security Agency and National Security Council would be able to do so without congressional approval. The Senate Intelligence Committee is scheduled to vote on its report in September, and the White House has said it will be open to such transparency.
The Guardian reported Friday that NSA director Keith Alexander, who spoke last week on the National Security Council and on an often-frenetic panel that he is part of, did not elaborate when asked whether the committee would also examine Prism.
The Guardian reported that after Mr. Obama publicly said on Wednesday that there was no oversight of NSA programs under the new law, that his administration had not considered Snowden's leaks, that the Department of Justice has no authority to turn over any material at all, or to obtain information from communications that the government may be storing or processing on its computers.
Mr. Snowden's revelations about the extent of government surveillance of the communications of Americans—including American businesses— have sparked public protests across the country, and Mr. Snowden was not allowed by the Justice Department to speak publicly for three months.
In December, a federal judge temporarily blocked the NSA from obtaining information about communications of Americans.
This story has been updated to include the fact that the Snowden disclosures and the NSA's use of secret surveillance programs have sparked more public protests in the United States. It has also been updated to include details that the program was used to gather bulk data from cellphone data as well as from Americans' internet activities and social media and personal information from individuals, and that it was used to create the profile of the subject of the discussion.",center,center
N.R.A. Details Plan for Armed School Guards," Gun Control Is Bigger Problem in Schools
There are two important problems with the National Rifle Association's proposed national gun safety plan: In a country where children have more gun control, there has been an uptick in school shootings. And gun control has made it easier for schoolchildren to access firearms without fear of being shot by armed security officers.
The National Rifle Association is concerned with the proliferation of weapons on school property, including rifles, shotguns, and other firearms. So if there are no rules for safe, secure, and private environments, what is the answer to what the group calls the gun lobby's claim that schools are safer? It raises the question: Where can teachers go when students are unsupervised and unsafe?
For many schools, guns are a means to an end, something that is far more complex than it seems. School shootings are so common in the United States that the National Rifle Association had to hire a special adviser for safety problems to figure out how to keep up with them. After the Newtown shooting, Mr. LaPierre spoke to the National Rifle Association, but did not immediately respond to an e-mail requesting comment from The Washington Post. In other words, there are few effective solutions to schools' gun violence problems.
As for teacher staffing in schools, where there's a lot of armed guards, it's important to remember that no guns are ""free,""‪said Mr. Hutchinson. To keep guns out of schools, teachers have to rely on their staff members to help students learn to use guns safely’. This is why the National Rifle Association recommends schools keep guns in their classrooms and carry them whenever possible, regardless of where guns are being used.
The task force includes former lawmakers, state and federal officials, and gun policy experts. As the National Rifle Association's legislative task force prepared a letter to the Obama administration last month, Ms. Ella Baker, a state superintendent, said, ""My concern for education is that teachers and staff and students are less safe at schools, and I fear that this new gun control legislation has created the conditions for more shootings and more gun violence.""
What I want to emphasize about the task force is that the question that concerns many of its members is not whether school guns are safe — or whether they are safe for students. This is a concern that goes to both the heart and bottom of every parent's decision to put kids first in choosing how they might want their schools to operate. It's a question of ensuring the safety and security of students, and whether or",center,center
N.R.A. Details Plan for Armed School Guards,"
“Providing protection to our schools is a priority of the NRA’s leadership.
“The research was commissioned by the National Center for Education Statistics and conducted for the N.R.A. and National Rifle Association by the National Shooting Sports Foundation.
“The findings are based on analyses and recommendations made by the N.R.A. and N.R.A.S. in the past decade,“and are not necessarily current.
“As part of its fiscal year 2016 analysis, N.R.A. and N.R.A.S. have agreed not to collect or utilize data from individuals who are prohibited from purchasing firearms. While we are committed to improving educational outcomes for our students and citizens’s, we are also dedicated to ensuring that all persons who purchase firearms are provided with the full range of training and opportunity to practice safely, legally, and effectively.
(c) Use of Government Information as a Weapon
Public safety is the foundation upon which the NRA, N.R.A. and N.R.A.S. were built. The N.R.A. and N.R.A.S. relied on the guidance of their legislative committees, along with their research. Although the N.R.A. and N.R.A.S. used national datasets and collected information on school students' access to education services, they used that information to create the research and recommendations that led to the recommendations in the report. The N.R.A. and N.R.A.S. also relied on federal and state data in the form of the National Center for Education Statistics (CES), which the NRA relied on for its analysis. There are a number of other agencies and departments that share their data.
This information has never been disclosed to the public under a license.
In January 2010, the National Academy of Sciences released a report on the use of government data to improve public education. The report listed eight programs that were among the best known about public safety, including the Federal Advisory Committee on Education, National Commission on Education, the U.S. Centers for Disease Control and Prevention, and the Violence Against Women Prevention.
Federal data, along with state data on firearms purchases and possession, were found by the N.R.A. in the most recent fiscal year that the N.R.A. had issued an NBER estimate of what would constitute a ""gun violence epidemic."" NBER did",center,center
N.R.A. Details Plan for Armed School Guards," National Rifle Association's ""Weapons of Mass Destruction"" Report 'Sounds Good,' Says Gun Policy
If gun law enforcement officials believe a school, especially one in the rural areas, is ""inconsistent with the needs of a responsible public, such as a child, school or elementary school, then it is difficult to imagine that this facility could be in compliance with constitutional due process protections.""
But the N.R.A. acknowledges that, among other things, it is not in compliance with the N.R.A. and wants to take some necessary steps to fix it. On Tuesday, it released three separate memos that, it said, included steps to remove all ""gun related"" materials, put them on lockers and instruct school officials to ask for those materials before issuing a gun permit.
The N.R.A. also said it was prepared to ""proactively"" review the study if required by the N.R.A. If a school, including a preschool or primary school, is not in compliance, then it would send a letter to the N.R.A. asking the federal government for comment about whether the school was in compliance.
The N.R.A. is not convinced that it has enough time to make an in-depth review of all the evidence before Congress on gun issues.
“Congress has until July 9 to consider this report.",center,center
NRA urges states to allow more armed officers in schools," School security needs to be expanded with additional state and local measures, but not the whole array of measures used by the Obama administration today and in coming days, in order to support the comprehensive proposals and initiatives that will reduce the threat to our children and our communities.""",right,right
NRA urges states to allow more armed officers in schools," The National Rifle Association's National School Security Advisory Group recommends that states and local communities adopt the Uniform Gang-A-Dope School Safety Standards, which aim to achieve comprehensive, universal school security.",center,right
NRA urges states to allow more armed officers in schools," Guns must be allowed on campus, and I cannot think of a single American school which will be more secure than ours.""
Follow Chuck on Twitter",right,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry," Senate Majority Leader Mitch McConnell (R-Ky.) to avenge his death in 2012, with the assistance of ex-S.C. Gov. Jim DeMint. Sen. Elizabeth Warren (D-Mass.) told reporters at the White House that she ""made the choice and it was right for me to make the right choice. I'm not going to resign this job because of my actions.""
Patrick also said he has given Patrick a list of 11 other names to consider.
He also was asked in detail about the job he's been tasked to do. In an email to reporters, he said, ""I've been tasked to investigate all of the candidates to replace the president, to make sure that the right people don't make the wrong decision. And I have been appointed to assist in this process. I have a list of 11 additional candidates to do so in my schedule.""
Patrick also said he had been asked if he was considering another career for the White House or the Senate, and he said no official was making a decision about it. In an email to reporters, Patrick told them, ""The choice was up to you, the Governor.""
The announcement was also met with an outpouring of laughter from the public. ""Wow,"" said Patrick, who is Jewish. ""Wow!"" He added, ""I'm laughing a ton when I think of all the black people I've talked to about this, and I couldn't be more thankful.""
It may be the most embarrassing moment for the Senate since John Kerry's late death, but it's also an example of what the Senate is supposed to be about. ""I'm trying to do this the right way, and that's what I've got to do to win and make things happen,"" said Cowan when asked how he's done with his life.
He said some of the toughest people he's encountered in his life -- the two of them during a campaign to bring the Boston Marathon bombings to an end.
Patrick said he's been making strides in his personal development and health -- as well as his commitment to his wife of nearly 30 years, Jane. ""The day after I killed Jane, I went back to my home,"" he said. The Boston Globe reported Wednesday that Patrick is retiring as the first black elected official in the state.
Patrick, who has previously served as an adviser to Sen. Al Franken (D-Minn.) on various campaigns and in private private partnerships in the state, has received more than $21 million from outside organizations",left,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry," A Massachusetts Democratic Senate hopeful would make a significant impact on the Democrats in the state.
Patrick is a former top aide to President Ronald Reagan at the State Department. He has also served on the National Advisory Commission on Racial Discrimination.",left,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry," Senate Democratic Leader Dick Durbin (D-Ill.) is seeking a third term as speaker and running to become first African-American senator in the Senate. Cowan is a lifelong Democratic activist who served as a senator from 1988 to 1990. He currently works as a professor at Northeastern University and was previously dean of the law school at Northeastern University in Boston. Patrick is considered by many Democratic officials as a future first black legislator.
The last Democratic legislative district in Massachusetts was part of the same three-time Republican majority in 1994 that held control of the Senate before the 1964 midterm election.
There is no statewide redistricting plan for the upcoming election, which would determine which Democratic state senators or who might get re-elected in 2018. The state's congressional map has a slight majority of Democrats in the upper chamber, with Sen. Kelly Ayotte (R-N.H.) and the state's two-term incumbent Democrat Robert Byrd (R-Shelby) running. In the 2010 midterm elections, Byrd carried with the minority.
The two GOP gubernatorial candidates, Sen. Bob Manchin (R-W.Va.) and Rep. Peter DeFazio (R-Wisc.), would not run against each other. It's uncertain whether the other three incumbents would run for reelection.
""There are those who wouldn't be interested,"" Patrick said. ""Some people would like us to run but we're going to run for public office.""
Patrick on Wednesday took on Republican Sen. Mark Kirk (R-Ill.) and Democratic Reps. Chris Gibson (R-N.C.), Scott Bell (D-Beth), Joe DiMucci (R-Monroe) and Joe Lozano (R-Cincinnati).
""With three black Republican senators here, I believe there is a lot of competition here, including some of the same political and ideological agendas,"" he said.
Patrick's appointment marks a departure from several years when Senate Democrats were trying to make it impossible for Republicans to win statewide office. Republicans control all three House chambers and four governor's mansions, according to a recent national poll.
The former governor was an early figure in Republican efforts to retake control of the Legislature in 1997 and 2003. The former Massachusetts governor became the state's first African-American elected senator in 2010 when he was elected governor at age 52.
It's widely believed that Democrats want to retain their Senate majority because Republicans can't lose control of Congress by keeping the majority in their hands.
Patrick,",center,center
William Cowan Named Interim Senator in Massachusetts," Governor Pat to Former U.S. Senate Seat.
Massachusetts Senator Tom Wolf
Vermont Senator Bob Casey and Sen. Edward J. Markey of South Carolina will serve as interim senators until a successor is nominated.
If the governor nominates Mr. Brown in his stead, the lieutenant governor would hold his seat until it is decided who will take it. If the governor nominates Mr. Brown, the Democratic governor is the first black senator. “The next vice presidential pick, Vice President Joe Biden, will be vice president.
Governor Patrick, who is African American, will be inaugurated on May 1.
On behalf of the Massachusetts delegation, I would like to thank the State of Massachusetts for granting me the privilege of attending this day with a magnificent delegation of fellow senators and the leaders of both houses of Congress. Our work has been highly positive and I look forward to meeting with you both again soon.
Thank you for reading. If you liked this article follow us on Twitter @themerklenews and make sure to subscribe to our newsletter to receive the latest bitcoin and altcoin price analysis and the latest cryptocurrency news.",left,center
William Cowan Named Interim Senator in Massachusetts," John Kerry and John Patrick McCaskill of Massachusetts join the Senate, the state's third-largest political party.
Photo

The Associated Press contributed to this report.",center,center
William Cowan Named Interim Senator in Massachusetts,"
■ Mr. Brown's campaign and caucus will be up on Nov. 2, making him the only Democrat who has qualified for the Democratic primary.
■ The special election will be held Jan. 27, the following day.",center,center
Gay Marriages Get Recognition From the I.R.S.," State Tax Reorganization Act (SALT)
1. WASHINGTON — Gov. Jay Inslee (R-IN) signed a ""yes"" repeal effort this summer, but his plan to cut tax rates by 10.1 percentage points from the previous level would cut that increase by a further 9.9 percentage points. Inslee also is proposing to repeal and replace parts of his 1996 version of the Employment Non-Discrimination Act, known as S.2757. The measure's two-year annual extensions are now nearly 10 years in the making, meaning the law cannot go into effect until 2024, even at the end of the decade.
SASS is committed to working closely with Congress to advance the S.2757 legislation and work with their states to make it more effective. We will continue to work with them to get this legislation repealed so that we may see it pass the Senate. We believe that S.2757's impact on a number of issues is clear, especially with respect to the issue of sexual orientation and gender identity. We want to make sure that there is a good level of confidence that our state and federal leaders work with us to pass S.2757.
We also have an obligation to protect workers and the environment and ensure that our tax dollars are fully utilized,― said David T. Miller, our CEO of SASS.
We worked with SASS and other partners in the state of New York, Illinois, Mississippi, Ohio, and Texas on drafting this legislation.
2. NEW YORK — Governor Andrew Cuomo of New York (R-NY) has signed an SASS ""yes"" repeal effort with a second and ""no"" repeal effort this summer.
We are working with partners to secure the passage of these bills. We look forward to working with the other states in making SASS more effective in a number of key areas, including making sure states across the nation work closely with us to put this measure to a vote in the Senate in November.
The ""yes"" repeal effort, which takes effect October 1, 2016, requires each state to give out the same number of tax credits for same-sex marriage in its individual income tax plan, subject to state law. It also requires a state-administered ""no"" to offer same-sex couples an additional tax credit of “12.
The legislation will expire Dec. 31. New York's federal and state tax credit requirements are set to expire March 21, 2017, and there is no set deadline for receiving an",center,right
Gay Marriages Get Recognition From the I.R.S.," Same-sex couples who are legally married will not be recognized for federal tax purposes, even if the state where they live does not recognize their union, the Treasury Department and the Internal Revenue Service said Thursday.
The legal status of same-sex couples in Washington, D.C., is governed by the statute. For the purposes of the statute, a same-sex couple in the same state is required to file jointly to claim federal benefits under federal law. No spouse in that state could file jointly, leaving same-sex couples and their dependents without federal benefits. The U.S. Supreme Court last month struck down the Defense of Marriage Act in a landmark ruling on same-sex couples. The case was struck down by a lower court, which found that the federal government didn't provide a specific way to determine whether same-sex couples qualify for the federal tax break. Since then, the Supreme Court has held that same-sex couples do qualify for the benefits that their spouses do. However, it ruled that the tax break is not needed for same-sex couples to file jointly.
“The government, though, is determined to meet its obligations under its Constitution, which recognizes that government action may change all of a couple's individual circumstances. Therefore, same-sex couples, even though they claim benefits from the same state, will have to file separately.
If a married same-sex couple doesn't file jointly, it could take up to eight years to bring the case to the Supreme Court.
WILL A Same-Sex Marriage Be Expanded?
The federal government is still weighing a case in which states have decided to redefine marriage as between a man and a woman.
If a state does decide to extend the definition of marriage to same-sex couples, it could decide to offer their same-sex spouses tax exemption to those married to same-sex spouses for the rest of the years following their first wedding. For same-sex couples filing jointly in a certain state, they would only have to file their federal tax returns if that state recognized the same marriage as a bona fide union of their own, a decision the justices said could affect their state-based tax deductions. For same-sex couples filing jointly, their tax liability is not an issue, the justices said.
""We have not looked at the issue of whether or not an issue of whether or not a state recognizes an individual as part of a couple or part of the couple can apply, a couple can only become part of a couple when there is",center,right
Gay Marriages Get Recognition From the I.R.S.,"
1. Couples may file a filing jointly under the Internal Revenue Code for the calendar year the state of residence is located, and if the two have been separated, they will not have to file separately under the same state income tax law.
2. Same-sex couples are eligible to apply for and apply for federal tax credits provided by other states. Couples who wish to apply for a tax credit and pay it through federal-state partners must file separately. The IRS did not define a tax credit for same-sex couples. The Internal Revenue Service would recognize same-sex couples as single and other same-sex couples as dual citizens under such provisions as part of the 1996 tax law. The tax law requires that married same-sex couples be able to file separately, and the IRS's recognition of them as such is a good first step, said Greg Anderson, the general counsel for Tax Policy Center.
3. A couple can file an amended return if the amended return shows that the couple has paid income taxes on that taxpayer's tax income from the preceding year.
4. Same-sex couples with incomes from the same state are entitled to a deduction for income taxes paid on the taxpayer's tax income from the previous year, even if they are separated.
5. Same-sex couples have a $1,000 tax credit under the amended returns.
""This is an extraordinary step toward ending discrimination on the basis of same-sex marriage,"" said Amy W. Sullivan of the Equality Project. ""While this ruling has provided clarity, it is still important that the Supreme Court remains steadfast in upholding same-sex marriage.""
1 A federal judge earlier this year ruled in favor of same-sex couples at the Supreme Court.
2 The U.S. Supreme Court in 1973, which found that same-sex couples who were married under federal law were required to file separately, issued a decision that was followed by other court rulings in subsequent decades.
3
The ruling, described in the ruling, says that same-sex couples ""are entitled to the following tax benefits: a taxpayer-only deduction for state income tax purposes; benefits for state-funded family services; tax benefits for state-paid educational programs; special federal tax credits for individuals who enter marriage and receive tax benefits; and benefits in any form for which they can afford other forms of support.""
According to the ruling, in addition to being able to file jointly under state income tax law, same-sex couples who are recognized as a married couple can also earn",center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"
•The Marriage Act sets out the core economic policy principles of the federal government for same-sex married couples that go into effect Oct. 1.
•Federal income and payroll taxes will be levied by states that recognize same-sex married couples.
•The IRS will also make changes to its reporting requirements for federal and state income tax filings based on the state of legal marriage.
•Individuals who are married outside of the state will be assessed a 20 percent federal income tax credit for each federal taxable year spent at the state level. Those who are living outside the state will pay the state tax in that year.
•Income tax credits for same-sex couples for federal income tax purposes will expire and all remaining taxable income over $25,000 will be removed from the tax rolls.
A few other elements of the new policy were included:
·The IRS will require married same-sex couples to maintain their federal income and payroll taxes on federal, state and local income tax returns.
•Employer contributions and deductions will be eliminated, making it easier for taxpayers to pay their state and federal taxes.
•Employment taxes in the U.S. are to be reduced by 85 percent, and they will also be reduced by $1,100 to the federal level.
·Employer contributions and deductions will also be eliminated to the extent that the employee's income tax returns are not made available to him or her while in employment.
•The IRS will allow same-sex couples to stay married, for example, on certain state or local property.
The Obama administration announced late Thursday that the Treasury would make sure to provide support for LGBT individuals through its $739 million new tax credit for same-sex couples. The new credit gives taxpayers another level of support, one that is less likely to be available to their family members.
In addition to this, the Treasury Department will also provide assistance to the LGBTQ community through its own efforts, including funding for programs to support HIV prevention, education and health services for transgender Americans.
The goal of the policy is to make the federal government recognize same-sex couples as long as they have a legal commitment to their union. If this is achieved, same-sex couples will receive their tax benefits automatically, regardless of if they live in one state or more. However, the policy, which will be known as the ""Laws for Marriage Amendment,"" does not make states change their laws to treat same-sex couples the way those who choose not to live together must.",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State," ""LGBTQ Americans and their families can no longer avoid paying taxes because of Obama's new tax law.""
--Photo credit: DANIEL MILLER",right,left
