Title,Summary,Predicted Bias,Stance
NRA urges states to allow more armed officers in schools,The National Rifle Association is pushing for more school personnel to be armed. The move comes in the wake of the Newtown school massacre.,center,right
NRA urges states to allow more armed officers in schools,The National Rifle Association is pushing for more school personnel to be armed. The move comes in the wake of the Newtown school shooting.,center,right
NRA urges states to allow more armed officers in schools,The National Rifle Association is pushing for more school personnel to be armed. The move comes in the wake of the Newtown school shootings.,center,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Patrick. The late Sen. Ted Kennedy (D-Mass.) requested that the interim pick not run in the general election.",left,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Patrick. The late Sen. Ted Kennedy requested that the interim pick not run in the general election.",center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Patrick. The selection is a step forward for a state that has a troubled history with race relations.",center,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard later. “This is going to be a very short political career,” he vowed.",center,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard later. “This is going to be a very short political career,’ he vowed.",center,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan is a former chief of staff and legal counsel to the state’s first black governor.",center,center
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the decision could have ramifications for many gay couples’ tax liabilities.,center,right
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the ruling creates complications for gay couples who live in 37 states that do not recognize their marriages.,center,right
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the decision could have ramifications for many gay couples' tax liabilities.,center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they live in a state that does not. The decision was prompted by the Supreme Court’s ruling to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't. The decision was prompted by the Supreme Court’s ruling to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't. The decision was prompted by the Supreme Court's ruling to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","President Obama calls for new restrictions on assault weapons, high-capacity magazines. He also calls for criminal background checks for nearly all gun sales. The plan is part of a broader effort to curb gun violence in the U.S.",center,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","President Obama calls for new restrictions on assault weapons, high-capacity magazines. He also calls for criminal background checks for nearly all gun sales. The plan is part of a broader effort to curb gun violence in the United States.",center,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","President Obama calls for new restrictions on assault weapons, high-capacity magazines. He also calls for criminal background checks for nearly all gun sales. The plan is part of a broader effort to curb gun violence in America.",center,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama proposes reinstating assault weapons ban, restoring 10-round limit on ammunition magazines. President also proposes providing mental health services in schools, allocating funds to hire more police officers. The proposal comes at the end of a month-long review process spearheaded by Vice President Joe Biden.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama proposes reinstating assault weapons ban, restoring 10-round limit on ammunition magazines. President also proposes providing mental health services in schools, allocating funds to hire more police officers. The proposal comes at the end of a month-long review process spearheaded by Vice President Biden.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama proposes reinstating assault weapons ban, restoring 10-round limit on ammunition magazines. President also proposes providing mental health services in schools, allocating funds to hire more police officers. The proposal comes at the end of a month-long review process.",right,center
Jackson Jr. Pleads Guilty,Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife Sandra Jackson is expected to plead guilty to filing false tax returns. Jackson said he was clearheaded and had not been under treatment for alcohol or drug abuse.,right,center
Jackson Jr. Pleads Guilty,Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife Sandra Jackson is expected to plead guilty to filing false tax returns. Jackson said he was clearheaded and had not been under treatment for alcohol or drug abuse.,right,center
Jackson Jr. Pleads Guilty,Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife Sandra Jackson is expected to plead guilty to filing false tax returns. Jackson said he had never been more clear in his life.,right,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"The 100 pages of e-mails showed a disagreement between David H. Petraeus, then the director of the C.I.A., and his deputy, Michael J. Morell. The final version of the talking points is stripped of material — including a reference to Libya being awash with weapons and fighters that made it a dangerous environment.",left,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"The 100 pages of e-mails showed a disagreement between David H. Petraeus, then the director of the C.I.A., and his deputy, Michael J. Morell. The final version of the talking points is stripped of material that critics say would have raised questions about the State Department’s security posture.",left,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"The 100 pages of e-mails showed a disagreement between David H. Petraeus, then the director of the C.I.A., and his deputy, Michael J. Morell. The final version of the talking points is stripped of material, including a reference to Libya being awash with weapons and fighters.",left,center
Clinton Benghazi Hearings Show Classified Report Could Not Determine Causes Of Attacks,"Secretary of State Hillary Clinton cites classified version of review of Benghazi attacks. Unclassified version found it was impossible to say what motivated attackers, she said. Clinton was speaking at hearings on the Obama administration's handling of the attacks.",right,center
Clinton Benghazi Hearings Show Classified Report Could Not Determine Causes Of Attacks,"Secretary of State Hillary Clinton cites classified version of review of Benghazi attacks. Unclassified version found it was impossible to say what motivated attackers, she said. Clinton was speaking at hearings on the Obama administration's handling of the attack.",right,center
Clinton Benghazi Hearings Show Classified Report Could Not Determine Causes Of Attacks,"Secretary of State Hillary Clinton cites classified version of review of Benghazi attacks. Unclassified version found it was impossible to say what motivated attackers, she said. Clinton was speaking at hearings on the administration's handling of the attacks.",right,center
"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack","Hillary Rodham Clinton testifies before Senate and House committees. She says she accepts responsibility for security lapses in Benghazi, Libya. But she says she did not approve or deny security requests made to her.",center,center
"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack","Hillary Rodham Clinton testifies before Senate and House committees. She says she accepts responsibility for security lapses in Benghazi, Libya. But she says she did not approve or deny security requests.",center,center
"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack","Hillary Rodham Clinton testifies before Senate and House committees. She says she accepts responsibility for security lapses in Benghazi, Libya. But she says she didn’t approve security requests.",center,center
"NRA School Safety Report Recommends Arming Teachers, Loosening Gun Laws","NRA task force recommended that schools designate willing staff to be armed and trained. Task force also suggested that states loosen current legal restrictions on who can carry a firearm. American Federation of Teachers calls the report ""a cruel hoax that will fail to keep our children""",center,center
"NRA School Safety Report Recommends Arming Teachers, Loosening Gun Laws","NRA task force recommended that schools designate willing staff to be armed and trained. Task force also suggested that states loosen current legal restrictions on who can carry a firearm. American Federation of Teachers calls report ""a cruel hoax that will fail to keep our children""",center,center
"NRA School Safety Report Recommends Arming Teachers, Loosening Gun Laws","NRA task force recommended that schools designate willing staff to be armed and trained. Task force also suggested that states loosen current legal restrictions on who can carry a firearm. American Federation of Teachers calls the report ""a cruel hoax""",center,center
Massachusetts Gov. Deval Patrick  picks former staffer to fill Kerry's Senate seat,"William ""Mo"" Cowan will fill Sen. John Kerry's open seat until a special election in June. Cowan joined the Patrick administration in 2009 and reportedly quit earlier this month.",left,center
Massachusetts Gov. Deval Patrick  picks former staffer to fill Kerry's Senate seat,"William ""Mo"" Cowan will fill Sen. John Kerry's open seat until a special election in June. Cowan also served as Patrick’s chief legal counsel.",left,center
Massachusetts Gov. Deval Patrick  picks former staffer to fill Kerry's Senate seat,"William ""Mo"" Cowan will fill Sen. John Kerry's open seat until a special election in June. Cowan was Patrick's chief legal counsel.",left,center
Mary Cheney Criticizes Her Sister on Same-Sex Marriage,"Mary Cheney, the younger sister of Liz Cheney, a Wyoming Senate candidate, sharply criticized her sister’s stance on same-sex marriage. Mary Cheney, who is gay and married her longtime partner last year, wrote: “I love my sister, but she is dead wrong on the issue of marriage”",left,center
Mary Cheney Criticizes Her Sister on Same-Sex Marriage,"Mary Cheney, the younger sister of Liz Cheney, a Wyoming Senate candidate, sharply criticized her sister’s stance on same-sex marriage. Mary Cheney urged her own Facebook friends to share the message.",left,center
Mary Cheney Criticizes Her Sister on Same-Sex Marriage,"Mary Cheney, the younger sister of Liz Cheney, a Wyoming Senate candidate, sharply criticized her sister’s stance on same-sex marriage. Mary Cheney is gay and married her longtime partner last year.",left,center
"Lois Lerner, IRS Scandal Figure, Will Invoke Fifth Amendment At Oversight Hearing","Lois Lerner, the director of the exempt organizations unit at the Internal Revenue Service, plans to invoke the Fifth Amendment during her expected testimony before the House Oversight and Government Reform Committee on Wednesday. The hearing would have been Lerner's first public appearance, and first under oath, since she apologized for the IRS' inappropriate targeting of conservative groups at a May 10 meeting.",center,center
"Lois Lerner, IRS Scandal Figure, Will Invoke Fifth Amendment At Oversight Hearing","Lois Lerner, the director of the exempt organizations unit at the Internal Revenue Service, plans to invoke the Fifth Amendment during her expected testimony before the House Oversight and Government Reform Committee on Wednesday. The hearing would have been Lerner's first public appearance, and first under oath, since she apologized for the IRS' inappropriate targeting of conservative groups.",center,center
"Lois Lerner, IRS Scandal Figure, Will Invoke Fifth Amendment At Oversight Hearing","Lois Lerner, the director of the exempt organizations unit at the Internal Revenue Service, plans to invoke the Fifth Amendment during her expected testimony before the House Oversight and Government Reform Committee on Wednesday. The hearing would have been Lerner's first public appearance since she apologized for the IRS' inappropriate targeting of conservative groups.",center,center
I.R.S. Official Invokes 5th Amendment at Hearing,Lois Lerner invoked her Fifth Amendment right against self-incrimination. She refused to testify at a House hearing on the agency’s actions. The hearing offered few new revelations.,center,right
I.R.S. Official Invokes 5th Amendment at Hearing,Lois Lerner invoked her Fifth Amendment right against self-incrimination. She refused to testify at a House hearing on the agency’s actions.,center,right
I.R.S. Official Invokes 5th Amendment at Hearing,Lois Lerner invoked her Fifth Amendment right against self-incrimination. She declined to testify at a House hearing on the agency’s actions.,center,right
"Obama Defends NSA Programs, Says Congress Knew About Surveillance","Obama: ""Every member of Congress has been briefed"" News outlets revealed this week that vast spying programs began under Bush. Obama portrayed the programs as a trade-off between security and civil liberties.",left,center
"Obama Defends NSA Programs, Says Congress Knew About Surveillance","Obama: ""Every member of Congress has been briefed"" News outlets revealed this week that vast spying programs began under George W. Bush. Obama portrayed programs as a trade-off between security and civil liberties.",left,center
"Obama Defends NSA Programs, Says Congress Knew About Surveillance","Obama: ""Every member of Congress has been briefed"" News outlets revealed this week that vast spying programs began under George W. Bush. Obama portrayed the programs as a trade-off between security and privacy.",left,center
Obama administration defends 2nd mass surveillance project,"Former NSA official: FBI and NSA tapping into leading U.S. Internet companies to pull audio, video and other data. Washington Post: Microsoft, Yahoo, Google, Facebook, PalTalk, AOL, Skype, YouTube and Apple participate knowingly in the program. A number of the Internet companies say they only complied when legally bound to do so.",center,center
Obama administration defends 2nd mass surveillance project,"Former NSA official: FBI and NSA tapping into leading U.S. Internet companies to pull audio, video and other data. Washington Post: Microsoft, Yahoo, Google, Facebook, PalTalk, AOL, Skype, YouTube and Apple participate knowingly in the program. Officials: Metadata from the companies is used to identify suspicious individuals.",left,center
Obama administration defends 2nd mass surveillance project,"Former NSA official: FBI and NSA tapping into leading U.S. Internet companies to pull audio, video and other data. Washington Post: Microsoft, Yahoo, Google, Facebook, PalTalk, AOL, Skype, YouTube and Apple participate knowingly in the program.",center,center
"Republicans challenge Clinton claims on budget cuts, Benghazi cable","Republicans question Hillary Clinton's claims on budget cuts, Benghazi cable. They say complaints about a lack of funding are bogus. They also question the secretary's insistence she never saw urgent cables warning of an attack.",right,right
"Republicans challenge Clinton claims on budget cuts, Benghazi cable","Republicans question Hillary Clinton's claims on budget cuts, Benghazi cable. They say complaints about a lack of funding are bogus. The overall diplomatic security budget has ballooned over the past decade.",center,right
"Republicans challenge Clinton claims on budget cuts, Benghazi cable","Republicans question Hillary Clinton's claims on budget cuts, Benghazi cable. They say complaints about a lack of funding are bogus. The overall security budget has more than doubled since fiscal 2004.",center,right
Benghazi emails underscore State Department’s concern over failure to act on warnings,"Draft ""talking points"" obtained by The Weekly Standard and ABC News depicted efforts by State Department spokeswoman Victoria Nuland to strip out references to prior attacks in Benghazi. A review of now-public State Department records as well as a classified State Department cable, first reviewed and reported by Fox News, shows a steady stream of documented warnings.",center,right
Benghazi emails underscore State Department’s concern over failure to act on warnings,"Draft ""talking points"" obtained by The Weekly Standard and ABC News depicted efforts by State Department spokeswoman Victoria Nuland in the days after the attack. A review of now-public State Department records as well as a classified State Department cable, first reviewed and reported by Fox News, shows a steady stream of documented warnings to Washington.",center,right
Benghazi emails underscore State Department’s concern over failure to act on warnings,"Draft ""talking points"" obtained by The Weekly Standard and ABC News depicted efforts by State Department spokeswoman Victoria Nuland to strip out references to prior attacks. A review of now-public State Department records as well as a classified State Department cable, first reviewed and reported by Fox News, shows a steady stream of documented warnings to Washington.",center,right
White House Releases Benghazi Emails,White House releases full set of emails surrounding the development of talking points describing Benghazi attack. Nothing in emails supports theories that the talking points were changed in order to influence the 2012 election. CIA recently conducted an internal review of how and why the talking Points were changed. Many changes were made to original talking points over concerns about accuracy.,right,left
White House Releases Benghazi Emails,"White House releases full set of emails surrounding the development of talking points describing Benghazi attack. Nothing in emails supports theories that the talking points were changed in order to influence the 2012 election, officials say. CIA recently conducted an internal review of how and why the talking Points were changed.",right,left
White House Releases Benghazi Emails,White House releases full set of emails surrounding the development of talking points describing Benghazi attack. Nothing in emails supports theories that the talking points were changed in order to influence the 2012 election. CIA recently conducted an internal review of how and why the talking Points were changed.,right,left
Jackson pleads guilty over illegal campaign spending spree,"Former Rep. Jesse Jackson Jr. pleads guilty in federal court to charges that he spent $750,000 in campaign cash on personal items. Jackson faces up to five years in prison, but guidelines recommend slightly less. Sentencing has been set for June 28.",center,center
Jackson pleads guilty over illegal campaign spending spree,"Former Rep. Jesse Jackson Jr. pleads guilty in federal court to charges that he spent $750,000 in campaign cash on personal items. Ex-congressman faces up to five years in prison, but guidelines recommend slightly less. Sentencing set for June 28.",center,center
Jackson pleads guilty over illegal campaign spending spree,"Former Rep. Jesse Jackson Jr. pleads guilty in federal court to charges that he spent $750,000 in campaign cash on personal items. Jackson faces up to five years in prison, but guidelines recommend slightly less. Sentencing set for June 28.",center,center
Jesse Jackson Jr. Pleads Guilty in Campaign Money Case,"Jesse L. Jackson Jr. pleaded guilty to one felony fraud count in connection with his use of $750,000 in campaign money. Prosecutors recommended that Mr. Jackson receive a sentence of 46 to 57 months in prison. His wife, Sandi Jackson, pleaded guilty Wednesday to filing false income tax statements.",center,center
Jesse Jackson Jr. Pleads Guilty in Campaign Money Case,"Jesse L. Jackson Jr. pleaded guilty to one felony fraud count in connection with his use of $750,000 in campaign money. Prosecutors recommended that Mr. Jackson receive a sentence of 46 to 57 months in prison.",center,center
Jesse Jackson Jr. Pleads Guilty in Campaign Money Case,"Jesse L. Jackson Jr. pleads guilty to one felony fraud count in connection with his use of $750,000 in campaign money. Prosecutors recommended that Mr. Jackson receive a sentence of 46 to 57 months in prison.",center,center
IRS extends tax benefits to married gay couples,The rules would affect all legally married gay couples regardless of where they live. The rules would not apply to domestic partnerships.,center,center
IRS extends tax benefits to married gay couples,The rules would affect all legally married gay couples regardless of where they live. The rules would not apply to partnerships.,center,center
IRS extends tax benefits to married gay couples,"The rules would affect all legally married gay couples. The rules, though, would not apply to domestic partnerships.",center,center
Obama Poised to Back Comprehensive Plan to Curb Gun Violence,"President Obama will use a public event as soon as Wednesday to signal his intention to engage in the biggest Congressional fight over guns in nearly two decades. White House aides believe Mr. Obama can also ratchet up enforcement of existing laws, including tougher prosecution of people who lie on their background checks.",right,left
Obama Poised to Back Comprehensive Plan to Curb Gun Violence,"President Obama will use a public event as soon as Wednesday to signal his intention to engage in the biggest Congressional fight over guns in nearly two decades. White House aides believe Mr. Obama can also ratchet up enforcement of existing laws, including tougher prosecution of people who lie on background checks.",right,left
Obama Poised to Back Comprehensive Plan to Curb Gun Violence,President Obama will use a public event as soon as Wednesday to signal his intention to engage in the biggest Congressional fight over guns in nearly two decades. Obama will also promise to act on his own to reduce gun violence wherever possible.,right,left
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation into various aspects of Grimm's business and campaign history. ""We are disappointed by the government's decision, but hardly surprised,"" says Grimm's attorney. The House Ethics Committee announced in November that Grimm was under investigation.",center,right
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says","The decision follows a two-year FBI investigation into various aspects of Grimm's business and campaign history. The House Ethics Committee announced in November that Grimm was under investigation for possible campaign finance violations. Grimm has denied knowledge of any improprieties, and the FBI hasn't accused him.",center,right
"Federal prosecutors plan to file charges against Rep. Grimm, attorney says",The decision follows a two-year FBI investigation into various aspects of Grimm's business and campaign history. The House Ethics Committee announced in November that Grimm was under investigation for possible campaign finance violations. Grimm has denied knowledge of any improprieties.,center,right
Top House Republican Hints At Immigration Principles,House Republicans are considering a path to citizenship for undocumented immigrants. The plan would allow them to remain in the U.S. and work.,center,center
Top House Republican Hints At Immigration Principles,House Republicans are considering a path to citizenship for undocumented immigrants. The plan would allow them to remain in the United States and pay taxes.,center,center
Top House Republican Hints At Immigration Principles,House Republicans are considering a path to citizenship for undocumented immigrants. The plan would allow them to remain in the U.S.,center,center
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” She later posted an apology for her “hurtful’ words, saying she had “judged the two young ladies in a way that I would never have wanted to be judged myself”",left,left
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” She later posted an apology for her “hurtful” words.",left,left
"G.O.P. Aide Quits After Ridiculing Obama’s Daughters, Sasha and Malia","Elizabeth Lauten, 31, wrote an open letter to Sasha and Malia Obama on her Facebook page. She said they should “try showing a little class” and “dress like you deserve respect, not a spot at a bar” She later posted an apology for her “hurtful’ words.",center,left
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Rep. Stephen Fincher's spokeswoman apologizes for Facebook post. Lauten wrote that Obama's daughters should ""try showing a little class"" She also criticized the president and first lady for not respecting their positions.",center,center
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Rep. Stephen Fincher's spokeswoman apologizes for Facebook post. Lauten wrote that Obama's daughters should ""try showing a little class"" She also criticized the president and first lady for not respecting their position.",center,center
Aide to GOP lawmaker apologizes for Facebook post ripping Obama daughters,"Rep. Stephen Fincher's spokeswoman apologizes for Facebook post. Lauten wrote that Obama's daughters should ""try showing a little class"" She also criticized the president and first lady for their outfits.",center,center
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma ask the U.S. Supreme Court to declare Colorado's pot law unconstitutional. The two states say the drug is freely flowing into neighboring states. Colorado Attorney General John Suthers says the lawsuit is without merit. Colorado has raised more than $60 million in taxes, licenses and fees from legal marijuana.",center,center
Colorado's top cop defends pot law after challenges from neighboring states ,"Nebraska and Oklahoma ask the U.S. Supreme Court to declare Colorado's pot law unconstitutional. The two states say the drug is freely flowing into neighboring states. Colorado Attorney General John Suthers says the lawsuit is without merit. Colorado has raised more than $60 million in taxes, licenses and fees from marijuana.",center,center
Colorado's top cop defends pot law after challenges from neighboring states ,Nebraska and Oklahoma ask the U.S. Supreme Court to declare Colorado's pot law unconstitutional. The two states say the drug is freely flowing into neighboring states. Colorado Attorney General John Suthers says the lawsuit is without merit.,center,center
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Cantor had been widely considered the top candidate to succeed Speaker John A. Boehner.",center,center
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Cantor had been widely considered the top candidate to succeed Speaker John A. Boehner.",center,center
"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset","David Brat, a professor at Randolph-Macon College in Ashland, Va., toppled Mr. Cantor. Cantor had been widely considered the top candidate to succeed Speaker John Boehner.",center,center
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,center
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie’s re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,center
U.S. Attorney Subpoenas Christie’s Campaign and New Jersey G.O.P.,Federal prosecutors in New Jersey have issued grand jury subpoenas to Gov. Chris Christie's re-election campaign and the state Republican Party. The subpoenas are part of a preliminary inquiry into accusations that aides to Mr. Christie shut down access lanes to the George Washington Bridge as political retribution.,center,center
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador is offering himself as the more conservative alternative who could pull the House rightward.",left,center
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador is offering himself as the more conservative alternative who could pull the House rightward.",left,center
nan,"Rep. Raúl R. Labrador, a Republican of Idaho, jumped into the race for House majority leader on Friday. Labrador offers himself as the more conservative alternative who could pull the House rightward.",left,center
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, said Friday he would run for the No. 2 job in the chamber. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday, the day after then-Majority Leader Eric Cantor (R-Va.) suffered a stunning loss in the primary.",left,center
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, said Friday he would run for the No. 2 job in the chamber. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday, the day after then-Majority Leader Eric Cantor (R-Va.) suffered a stunning loss.",left,center
Raul Labrador To Run for House Majority Leader,"Raul Labrador, a two-term Republican congressman from Idaho, said Friday he would run for the No. 2 job in the chamber. McCarthy, 49, began gathering commitments from other House Republicans on Wednesday, the day after Eric Cantor's primary loss.",center,center
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made comments about Sen. Chuck Grassley (R- Iowa) at a January fundraiser.,left,center
Democratic Senate Candidate Faces Harsh Criticism Over Farmer Comments,Rep. Bruce Braley (D-Iowa) is running to succeed retiring Sen. Tom Harkin. Braley made comments about Sen. Chuck Grassley (R- Iowa) at a January fundraiser in Texas.,left,center
