Title,Summary,Predicted Bias,Stance
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"According to The Times, Liz Cheney, the younger sister of Wyoming U.S Senate candidate Liz Cheney (R) and daughter of former Vice President Dick Cheney, recently made a statement criticizing her sister's opposition to same-sex marriage.
In the statement, which is included on the Times' website, Liz Cheney called for marriage equality, as well as freedom for everyone, a central principle of the Constitution.
Mary Cheney, the younger daughter, spoke out strongly against her sister's position on the issue as she explained her support for the Equal Rights Amendment.
""I support the Equal Rights Amendment,"" Cheney said. ""I support equality and I believe in freedom for everyone, and no one has the right to force the Government of the United States to marry them.""
In the statement, Cheney also said that she and other families would not be hurt by same-sex marriage, and they can protect themselves.
""If it's any comfort, if you get divorced, you are not harmed by the state of Utah or North Dakota,"" she said. ""Your choice to be with your spouse is what is important. That is not up to the government, it is up to the people.""
On Friday, Liz Cheney issued a statement that appeared to put pressure on her daughter to speak up against her views on the issue.
""I am strongly pro-life and I am not pro-gay marriage,"" she said. ""I believe the issue of marriage must be decided by the states, and by the people in the states, not by judges and not even by legislators, but by the people themselves.""
The elder Cheney daughter is challenging Sen. Mike Enzi (R-Wyo.) in next year's Republican primary. Previously, she had spoken out against the military's former ""don't ask, don't tell"" policy.
In 2009, Liz Cheney said the same position she recently took on the issue, and was supported by her father, was also taken against the military.
""We did that when it was illegal for me to not be gay in my house,"" she said in the statement. ""I would like to make that clear to my opponents so they understand what they are doing to my family and my home.""
According to the Times, Liz Cheney sought to clarify her position after an alleged poll said ""more people favor same-sex marriage than oppose it,"" the poll, which she did not name, was reportedly taken in 2009.
Meanwhile, in a statement Friday, Liz Cheney said that she supported",left,left
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"Mary Cheney, a young gay woman and daughter of the former vice president, is not a lesbian but has stated she is a ""conservative pro-life and pro-marriage person,"" according to the New York Times.
She told reporters at the Republican Party's annual fundraising luncheon that same-sex marriage should be ""settled in the states"" and also said she opposes abortion.

The Washington Post reports that Mary Cheney, the younger sister of Wyoming Sen. Liz Cheney (R) and daughter of former Vice President Dick Cheney, is in the running for a United States Senate seat in Colorado.
She announced her candidacy on Friday in an Instagram post, saying, ""I want to be in a seat where I can help make decisions that advance our country's best interests by being an independent voice, advocating with passion and integrity, and listening to all parties involved.""
Among her policy positions, Mary Cheney is a staunch advocate for women's rights, a defense of LGBTQ rights and a supporter of the Defense of Marriage Act. She also supports the use of drones in the fight against ISIS.
""As a daughter of a former Vice President, this is my time to become a voice in Congress,"" she said, according to The Denver Post.
She also appears to be in good enough shape for her age to run. At 49, she is the youngest challenger to be formally announced as a candidate to take the seat for which her sister had already declared her candidacy.
As of Wednesday, the former Navy secretary had not announced an intention to run for the seat.

After losing her bid to run for the U.S. Senate in 2007, Mary Cheney joined the United States Navy as an ensign in 2008.

She attended West Point, where she was the first woman to graduate. She was also the first person to graduate from the Command and General Staff School at West Point in 1983.

She is a member of the Order of the British Empire, an honorary member of the Order of Military Merit, the American Legion and the Daughters of the American Revolution.

As the daughter of a former Vice President, Mary Cheney was a member of the United States Naval Academy Class of 1981 and served on her father's personal staff. She joined the Navy as an ensign in August, 1992. Her first command was in the Seventh Naval District as an Air Force Lieutenant.

A writer, a producer and a television personality with more than 20 years' experience, Mary Cheney was born on June 25, 1968",center,right
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"Dick Cheney's older sister Mary Cheney came out as being gay, and is currently challenging her brother for the Wyoming U.S. Senate seat being held by former Senator Mike Enzi.
In an interview with Yahoo! Shine, she admitted that ""when we lived in the state, when I was a teenager, my family just had a big discussion about who I would marry. And my older brother said, ‘Well, my family would disagree on that.’ And we did.”
She went on to say that ""what we have talked about it [marriage] like it's an institution, it's an issue of family values and how you raise your kids.""
The elder Cheney daughter is fighting in the Republican primary for the Senate seat being held by former Senator Mike Enzi, who in 2008 won by a narrow margin and will have to face a competitive race against his father, Dick Cheney, in the November election.
In addition to her father, he is also currently running for a second term as Vice President. He will be running on the Libertarian ticket in November.
""There is nothing wrong with same-sex marriage,"" Liz Cheney explained. ""When I was a teenager, it was a pretty common thing. And one of my friends from high school had kids from a couple that weren't very happy about it.
“I'm married,"" she added. ""My husband, he's great, he's good, and he's a great provider for our kids and we try to help them not make mistakes. And we're very comfortable with that.""
The elder Cheney daughter is currently on the Democratic side, where her former chief of staff, Katie Pavlich, has been elected.
""It's important for us to be on the right side of history here,"" she said.
Summary: In response to Liz Cheney's Facebook post, Mary Cheney's father wrote, ""We don't judge a book by its cover.""
But the younger Cheney, who will also be challenging her sister for her Senate seat, didn't get that message.
""She came out as a Republican,"" she wrote. ""She is clearly not a Republican. I think her words are so self serving that she can't even admit her mistakes.""
The younger Cheney did get to pick the time and place to run her campaign, however, promising ""to make every single Republican voter across the country feel our pain.""
""I will make you all feel the pain I feel,"" she said. ""And I'll",right,right
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"Liz Cheney (R-Wyo.) supports ""marriage equality,"" in a Thursday night appearance on ""Morning Joe.""
The sister of Wyoming U.S Senate candidate Liz Cheney (R) has questioned her younger sister's pro-gay marriage statement, posting a lengthy response to the question: ""I am proud that the president has signed the Defense of Marriage Act because it gives states the rights and freedom to determine their own marriages and marriages of the children they allow to enter into those marriages.""
The Washington Post has the full statement:
Mary Cheney, Liz's sister, released her reaction to the comments, including those from her daughter and the husband of Liz's sister, in a post on her Facebook page. She wrote that her sister's remarks are a ""complete misinterpretation of the law and its purpose.""
The younger Cheney, who married partner Heather Poe, in Washington, has spoken out against gay marriage, and opposed the military's ""don't ask, don't tell"" policy, as a high school student.
She's supported gun control and other issues, especially those related to school safety. And she's also spoken out against the military's ""don't ask, don't tell"" policy, which forbids openly gay service members from serving openly.
""The Defense of Marriage Act (DOMA) was signed into law because the law was written to give all Americans the freedom to marry the person they want, wherever they want, and to enjoy the rights and privileges of any legal union they choose,"" she said. ""The law gives states the legal right and freedom to recognize marriages that they may not recognize under DOMA, such as marriages of same-sex couples. The law recognizes same-sex marriage in all 50 states.""
The ""Don't Ask, Don't Tell"" policy was adopted in response to a dispute between then-U.S. Secretary of Defense Donald Rumsfeld and a top Taliban commander over what Rumsfeld called ""indiscriminate firing"" by the force.
""What is interesting about this situation is that while it seems like the Rumsfeld administration's position was to not be fair, they actually did nothing with that and instead just took the position that we shouldn't be fair to our enemy,"" Cheney said, according to the New York Times. ""That means we could, because we would be in violation of a nonbinding agreement, fire someone who's on our side and not be fair to them.""
She continued: ""The only reason we've done this is because we",left,right
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"President Barack Obama (left) was briefed in detail on the operation in Benghazi before he left the region for Egypt after a CIA team rescued U.S. Ambassador Christopher Stevens and three other Americans. He is pictured with Susan Rice (second from left) and General Martin Dempsey, the chairman of the Joint Chiefs of Staff. (AP/Evelyn Hockley)

President Barack Obama is being briefed in full detail by the National Security Council on the attacks that killed U.S. Ambassador Christopher Stevens and three other Americans in Benghazi on Sept. 12, in the latest example of how the White House has gone beyond the law to make decisions about the lives of Americans while keeping them away from the glare of the public eye, the Washington Post has reported.
""The president is being briefed in detail on the incident,"" White House spokeswoman, Jen Psaki, told reporters Tuesday, ""in order to have a better understanding of the facts of the incident and then take an informed and prepared response.""
The briefing will be carried out in conjunction with a trip Obama is scheduled to undertake for an informal gathering of senior administration officials, White House official told the Post.
The president's trip, the latest in a series of public events the president will hold in Egypt since his election in November, was originally planned last week but delayed due to the September attacks. The White House has also been sending out messages in advance of the trip through official accounts in both Egypt and Turkey, which has had a close relationship with the administration and with the United States in general.
""President Obama is fully briefed on these events,"" an official from Obama's presidential campaign told Fox News. ""We will continue to provide as much information and information as possible to the American people and those in Egypt as well as in Turkey.""
On Sunday, Egypt's Interior Ministry announced it had detained three of the attackers, a senior security official told the Post, and the names have not been disclosed by Egyptian officials.
It was a significant shift for the Obama administration, which had been criticized by Egyptians for not taking more seriously the attacks when they occurred and by members of Congress for not moving faster to punish those responsible.
The Post's report, which includes interviews with senior administration officials, also suggests that the White House is taking an unusually aggressive approach to the situation.
""A senior Obama administration official told the Post that the president is being briefed by the National Security Council staff before flying to Cairo on Monday to discuss the attacks, ""even though the president did not know he was",left,center
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage,"Mary Cheney, the younger sister of Wyoming U.S Senate candidate Liz Cheney (R) and daughter of former Vice President Dick Cheney, criticized her sister's remarks.

Mary Cheney, the younger sister of Wyoming U.S Senate candidate Liz Cheney (R) and daughter of former Vice President Dick Cheney, criticized her sister's remarks.
According to the Times, Mary Cheney, who is openly gay and married her partner, Heather Poe, in Washington, DC last year, took to Facebook to rebuke her sister's remarks.
“For the record, I love my sister, but she is dead wrong on the issue of marriage,"" she wrote.
“Freedom means freedom for everyone,"" she continued. “That means that all families — regardless of how they look or how they are made — all families are entitled to the same rights, privileges and protections as every other.""
On Friday, Liz Cheney issued a statement voicing her opposition to same-sex marriage.
“I am strongly pro-life and I am not pro-gay marriage,"" she said. “I believe the issue of marriage must be decided by the states, and by the people in the states, not by judges and not even by legislators, but by the people themselves.""
The elder Cheney daughter is challenging Sen. Mike Enzi (R-Wyo.) in next year's Republican primary. Previously, she had spoken out against the military's former ""don't ask, don't tell"" policy.
According to The Hill, Cheney sought to clarify her position after an alleged poll in Wyoming said she ""supports abortion and aggressively promotes gay marriage.""
Her opposition also puts her at odds with her father, who offered support for gay marriage in 2009.
""I think that freedom means freedom for everyone,"" the former vice president said. ""As many of you know, one of my daughters is gay and it is something we have lived with for a long time in our family. I think people ought to be free to enter into any kind of union they wish.""
Summary: Mary Cheney, the younger sister of Wyoming U.S Senate candidate Liz Cheney (R) and daughter of former Vice President Dick Cheney, criticized her sister's remarks.

Summary: Mary Cheney, the younger sister of Wyoming U.S Senate candidate Liz Cheney (R) and daughter of former Vice President Dick Cheney, criticized her sister's remarks.
According to the Times, Mary Cheney, who is openly gay and married her partner, Heather Poe, in",center,center
Mary Cheney: Sister Is 'Dead Wrong' On Gay Marriage," Liz Cheney, former U.S. senator and daughter of Vice President Dick Cheney, has been targeted for opposing the federal ban on gay marriage, a move she argues would not have happened without her father. (Reuters)",right,center
"IRS official who refused to testify facing more scrutiny over scandal, past","The IRS official who refused to testify at a House hearing Wednesday has become a key focus of the congressional investigations into the IRS practice of singling out conservative groups.
Now under the protection of her lawyers and the Fifth Amendment, Lois Lerner is facing a maelstrom of controversy.
Members of Congress are calling her evasive, and question why she didn't reveal the program sooner -- plus her history at the Federal Elections Commission is coming under scrutiny.
Lerner touched off the public controversy when, at an American Bar Association conference earlier this month, she apologized for the IRS' practice of targeting conservative organizations for additional scrutiny. It was the first time the agency acknowledged the practice.
""They used names like Tea Party or patriots... and they selected cases simply because the application had those names in the title,"" she admitted.
She said she hadn't revealed the information sooner, because she was never asked. But just two days before the ABA conference, Lerner was specifically asked about the investigation.
Rep. Joseph Crowley, D-N.Y., asked her if she could ""comment briefly on the status on the IRS investigation into these political not-for-profits.""
She said: ""There's a questionnaire that began this discussion and there's also a questionnaire out there that is seeking info from 501 c3,4,5 organizations.""
Crowley later called her answer evasive.
""The bottom line is you cannot lie to Congress, and you cannot be evasive, you cannot try to mislead Congress,"" he said.
In the 1990's, Lerner also served as chief of enforcement at the Federal Elections Commission.
Under her direction, the FEC undertook the largest enforcement action in its history -- suing the Christian Coalition for violating campaign laws. The Christian Coalition won, but in one deposition, FEC lawyers asked a defendant if televangelist Pat Robertson prayed for him.
James Bopp, the Christian Coalition's lawyer, said he was ""shocked and appalled"" by that.
""Both political activity and religious activity are specifically protected by the First Amendment,"" he said.
When Bopp learned years later that Lerner had been promoted to an IRS position, he became concerned.
""She was in effect being promoted for what she had done at the Federal Election Commission and now was going to be expected... to replicate that at the IRS and now we know that's exactly what happened,"" he said.
Lerner is represented by lawyer William W. Taylor, who is noted for winning a dismissal of all",right,left
"IRS official who refused to testify facing more scrutiny over scandal, past","Congress, the IRS and a key witness against Lerner were forced to confront the question: Why the IRS made the decision to look into conservative organizations? Did it do this for political motives? Or could it be done for political motives in the service of its political agenda?
This article also appears in:
Federal Bureau of Investigation - Political and Congressional Scrutiny
More from Federal Bureau of Investigation - Political and Congressional Scrutiny
The opinions expressed are solely those of the author and do not necessarily reflect the views of NASPA.

It should be noted that not all IRS employees have gone through the same level of scrutiny. There are different levels of scrutiny for different types of entities, and they may have different criteria. I would suspect that the IRS is at different levels of scrutiny for 501c3, 4, 5 organizations than for 501c3, 2, 3 or 6 organizations.

My view is that the IRS was at this level of scrutiny in 2001 due to the existence of the 501c3, 2, 3 and 5 organizations. It might not be so today. I would not expect the same scrutiny today.

I am not sure that the IRS would not take a conservative or independent non-profit off limits when they have a 501c3, 2, 3 or 5 entity.

The IRS is not looking at all the same types of 501c3, 2, 3 and 5 organizations.

As we have discussed here, some have questioned the fact that the majority of all 501c3's are created for partisan purposes, and that many are created for partisan political purposes. I am not sure that is true.

When the IRS investigated the Tea Party in 2008, they looked at 501c3s for ""ad hoc"" political activity. When they investigated the IRS-IRS employee who was a ""fellow"" of President Obama, they looked at 501c3s for partisan purposes. When they investigated the IRS-IRS employee that Obama appointed who used his power to take money from ""fellow"" IRS-IRS employees, he was looking at 501c3s for partisan purposes.

My position is that it is a complete fallacy for anyone to have the belief that all of the 501c3's are created for political purposes. There are only a few hundred million political 501c's, and there are more than 50 million non-political 501c's.

My position is that the IRS is not looking at the same types of 501c",center,left
"IRS official who refused to testify facing more scrutiny over scandal, past","At Wednesday's House Oversight Committee hearing, Rep. Darrell Issa, R-Calif., grilled Lois Lerner, the former IRS chief. The Republican Oversight Committee chairman asked her if she had misled investigators and why she didn't disclose the IRS practice earlier. Lerner said that's simply not true. Lerner admitted that she lied during the ABA conference.
Rep. Mark Sanford, R-S.C., said he wanted to know if the IRS had singled out specific conservatives for investigation. Lerner said it had not.
Lerner also apologized for lying to the ABA when she said there was a questionnaire to check for political activity. She said that ""if the IRS had a questionnaire about political activity I would have taken it up with them in the first place.""
Lerner's lawyer, William Taylor, said he wasn't questioning the congressman's motives for the hearing. ""All he's saying is that the IRS didn't follow proper procedures,"" Taylor said.
The IRS spokesman, Michael Hoenig, said the administration would welcome any information about Lerner's activities that would put the agency on notice.
Rep. Darrell Issa, R-Calif., said the IRS did not respond ""as promptly or as clearly as one would like"" to the committee's questions about the investigation.
The IRS official who refused to testify is Lois Lerner.
Lerner has been out of the spotlight since the election of President Barack Obama.
The IRS chief has been asked to provide an initial interview in a federal lawsuit and a statement during a congressional oversight hearing.
The IRS did not provide a sworn deposition and a letter from Chief Counsel Ronald Weichner.
Weichner is expected to testify in the IRS probe.
Lerner previously told the House Oversight Committee she felt pressured to lie to Congress by senior IRS officials.
""Well, certainly there is no one that I had more than anyone in my department, certainly, anyone in my agency who was a friend of mine who was not truthful with anyone,"" she said in 2005.
Lerner said she is innocent and she is seeking vindication from an American Bar Association conference.
But even if Lerner is vindicated, the IRS decision could also result in her going to jail, as did the IRS decision against George Washington University.
George Washington University officials agreed to pay $18 million to settle with the IRS for allegedly refusing to provide documents.
The American Bar Association's annual conference in Boston was a hot spot for conservative activists who opposed the administration of George W.",right,left
