Title,Summary,Predicted Bias,Stance
White House Plays Down Data Program,"WASHINGTON — The Obama administration attempted to marshal new evidence in defense of its collection of private Internet and telephone data on Saturday, arguing that a secret program called Prism is simply an “internal government computer system” designed to sort through court-supervised collection of data, and that Congress has been briefed 13 times on the programs since 2009. After rushing to declassify some carefully selected descriptions of the programs, James R. Clapper Jr., the director of national intelligence, conceded for the first time that the Prism program existed. But in a statement, after denouncing the leak of the data to The Guardian and The Washington Post, Mr. Clapper insisted it was “not an undisclosed collection or data mining program.” Instead, he said it was a computer system to “facilitate” the collection of foreign intelligence that had been authorized by Congress. He appeared to be attempting to push back against early reports that the government had direct access to the huge computer servers at Google, Microsoft, Facebook and similar companies. Those firms have denied they give the government a “back door” to their systems.
Categories: Current Affairs, Quote Unquote Tags: James R. Clapper Jr., National Security Agency, NSA, PRISM, Secret Court Orders",center,center
White House Plays Down Data Program,"A high-level bureaucrat was caught lying to congress (and/or the American people), so he apologizes and promises to work harder to keep us safe. (And maybe next time, instead of lying, you can just kill him for being a traitor.) He makes sure to note that they’ve “been briefing us” (the elected representatives) ever so often on things that no one else knows about.
Summary: The NSA is doing stuff that no one voted for, yet they keep assuring us that nothing they’re doing could be considered illegal. After all, it’s “classified,” right? Also, if someone says something like “we don’t spy on millions of Americans,” it would probably be good enough, because, yanno…
Summary: Our constitutional rights are important, but so is keeping you safe! You want to be safe now, don’t you? Don’t you want to live a long life where your country is still free? Then quit complaining, will ya? Maybe we need to stop letting those other guys run around willy nilly! If we just had a bigger, stronger police force…
Summary: Here is an example of how it feels when you get caught spying on us. And while you’re at it, let me make a friendly suggestion: next time, try making sure the American public doesn’t find out about it before you go ahead with whatever you’re planning.
Posted in Big Brother, Civil Liberties, Current Events, Fourth Amendment, News Media Lies, Perception Management, Politics As Usual, Police State, Power Struggle | Tagged: ass-covering, Big Brother, civil liberties, Classified Hearings, current events, Fourth Amendment, News Media Lies, news peg, NSA, Perception Management, police state, Politics As Usual, power struggle, privacy invasion, PRISM, secrets, warrantless wiretapping | Leave a Comment »",center,center
N.R.A. Details Plan for Armed School Guards,"Left biased summary with an emphasis on armed guards in schools.
Even if they don't get rid of the NRA, at least there are some people who see something wrong about arming teachers and other staff.
NRA and Gun Owners of America are both on record opposing armed teachers.
You're still missing the point. You're saying ""at least there are some people"" but you fail to point out that these people are the same people who are for unlimited immigration, gay marriage, tax cuts for the richest among us, and cutting social programs for the poorest among us. These people are not moderates nor centrists -- quite the contrary.
Well, actually they're for cutting benefits for the old and disabled, while increasing benefits for everyone else. They want to cut SNAP and WIC, but increase subsidies to agribusiness, which produces much of the food eaten in the US. The only ones being supported on SNAP are those who can't work because they're sick/disabled or children/students.
They're not the same people. Just like Democrats aren't all the same and Republicans aren't all the same.
Oh yes, they are. I'll say again that the vast majority of politicians in Washington fall somewhere in the center, and that includes both sides. We might argue over where they stand along various issues, but the fact remains that very few people are far right or far left ideologically. There are some on each side, especially since there's no longer any room for political parties that are further to either extreme. (Incidentally, Bernie Sanders isn't a democratic socialist.)
The problem is that they don't represent the views of their voters anymore.
So what? How does that change anything?
If the average voter is really ""center"", then why do so many elections end up being won by a small minority of ""centrist"" candidates? Are your fellow citizens deluded? Are you trying to tell me that most of us are to the right of Bernie?
I believe the majority of the electorate are somewhere near the middle and many of them are very unhappy with both major parties. That could explain why so many people are leaving the Democratic party to become independents and Libertarians, etc..
Reactions: A",left,left
N.R.A. Details Plan for Armed School Guards,"The report says the best way to increase the chances of survival in an incident involving active shooter(s) is to have trained police at schools.
In my opinion, there are three problems with the report:
First, according to the Bureau of Labor Statistics, there were 43,872 fatal work injuries in 2011 alone. There is no reason to believe that the rate of violent incidents against people at schools is substantially higher than against workers. In other words, if someone is going to try to kill you, it's likely to happen wherever you are—and you can't protect yourself any better when working outside of the home than when you are inside it.
Second, the report seems to be suggesting that there should be police assigned to each school. However, a recent Government Accountability Office report found that only half of police departments reported having any kind of formal written policy regarding officer interactions with students in school settings. So, there are already insufficient resources devoted to patrolling schools, and the solution offered would simply increase the number without addressing resource shortfalls.
Third, it's highly unlikely that more guns in the schools would actually mean fewer deaths during such incidents. First, we know that guns do not make us safer, but more dangerous. For example, if someone wants to shoot people at random (see the Columbine and Virginia Tech massacres), then guns give that person a better chance to succeed at killing people, regardless of whether they have a concealed handgun permit. Second, since 1996, it has been illegal to possess firearms at schools under federal law and most state laws. Yet there have been numerous cases where students have brought guns onto campuses and then shot people. Third, since 1995, Illinois has prohibited possession of guns within 100 feet of elementary and secondary schools. Yet, in 2007, a 19 year old man walked into Glenbrook North High School carrying a semi-automatic weapon and ammunition. Fourth, over 100 guns were seized by Chicago Public School Police in just five days—from January 4 through January 8, 2013. Fifth, the National Institute of Justice reports that about 20 percent of juvenile homicide victims between 2005 and 2008 died from a fire",center,left
N.R.A. Details Plan for Armed School Guards,"Armed guards can protect children from random shootings
Conclusion: The problem with guns is not that there are too few. The problem is that there are too many.",center,left
N.R.A. Details Plan for Armed School Guards,"Study recommends having armed officers, teachers or staff members at every U.S. school in order to respond quickly to shootings
http://www.nytimes.com/2013/04/24/us/politics/report-calls-for-armed-officers-teachers-or-staff-at-every-school.html?ref=us",left,right
N.R.A. Details Plan for Armed School Guards,"Asa Hutchinson, a former Republican congressman from Arkansas who led a National Rifle Association task force, calls for placing armed police officers, security guards, or other staff members in every American school.
Source: http://www.nytimes.com/2013/04/24/us/politics/report-calls-for-armed-security-in-schools.html?ref=us",left,right
N.R.A. Details Plan for Armed School Guards,"Background check expansion fails. The NRA prevails.
On Wednesday morning, Mr. Reid appeared on MSNBC’s Morning Joe program, where he announced that he had decided against a bill that would have expanded background checks because of opposition from within his own party.
While some liberals, like Mayor Michael A. Nutter of Philadelphia and Mr. Bloomberg, had supported the plan, others argued that it would do little to prevent gun violence.
Senator Chuck Schumer, Democrat of New York, said that while he favored strengthening background checks, “you can’t solve the problem just through the back door.” He said that the effort should focus instead on “universal registries, where all the banned assault weapons were registered,” so that the government could eventually confiscate them.
The senator added that Republicans were unlikely to pass any legislation, however. He said that Senator Mitch McConnell of Kentucky, the minority leader, and other Republican leaders told him that “they don’t want any compromises at all.”
Labels: gun control, nra, right-wing talk radio",left,right
N.R.A. Details Plan for Armed School Guards,"An official report produced by a Congressionally sanctioned committee says the best way to protect children against mass shootings is to train schoolteachers and administrators to kill armed criminals threatening their lives.
The authors of the report, published today by the NRA, say the NRA’s solution to ending mass shootings is “not about adding more government.” Instead, they say the solution lies in arming civilians.
“Increasingly, Americans find themselves living in ‘gun-free zones,’ like their homes, places of employment, schools, colleges and universities, airports and now malls and movie theaters,” said Asa Hutchinson, a former congressman and undersecretary for homeland security in the George W. Bush administration, according to The Washington Post. “These areas do not allow concealed weapons from lawful, licensed citizens, so criminals know these places are free from armed resistance.”
Hutchinson added, according to The Wall Street Journal, “We believe we have a workable approach that could save innocent life. We challenge anyone who disagrees with our approach to come forward with an alternative.”
Law enforcement officials immediately took issue with the NRA report.
“There is no evidence that allowing armed civilians to roam around our nation’s schools would enhance the safety of students,” said Ronald Davis, secretary of the West Virginia Department of Military Affairs and Public Safety.
The report makes several other proposals. Among them:
The federal government should provide grant money to states to hire school resource officers — police officers assigned to particular schools full time.
Students and staff should be trained on active-shooter protocols.
Schools should increase physical barriers, such as fencing and locked doors, to deter attackers.
Congress should make it easier for local authorities to share information regarding mentally ill people.
Gun-control advocates have long argued that arming everyone in a building can endanger those inside instead of safeguarding them.
Last month, the nonprofit Everytown for Gun Safety published a study concluding that armed civilians are less likely to stop a shooter than police officers, and that shooters are most likely to target places where the likelihood of being stopped is low. According to the researchers, there were 162 mass shootings (defined as",center,center
N.R.A. Details Plan for Armed School Guards,The NRA has endorsed arming everyone in US schools.,center,center
N.R.A. Details Plan for Armed School Guards,"How about we get rid of laws that make sense?
Posted in Armed Forces, Constitution, Crime, Culture, Decision-making, Education, Free Market, Gun Control, History, Incentives, Politics, Tax Policy	| Leave a comment |",left,center
