Title,Summary,Predicted Bias,Stance
"IRS official who refused to testify facing more scrutiny over scandal, past","Lois Lerner is under the protection of her lawyers and the Fifth Amendment. Members of Congress are calling her evasive, and question why she didn't reveal the program sooner. Her history at the Federal Elections Commission is also under scrutiny.",center,right
"IRS official who refused to testify facing more scrutiny over scandal, past",Lois Lerner is under the protection of her lawyers and the Fifth Amendment. Members of Congress are calling her evasive. Her history at the Federal Elections Commission is also coming under scrutiny.,center,right
"IRS official who refused to testify facing more scrutiny over scandal, past",Lois Lerner is under the protection of her lawyers and the Fifth Amendment. Lerner touched off the public controversy when she apologized for the IRS' practice of targeting conservative organizations for additional scrutiny.,right,center
"IRS official who refused to testify facing more scrutiny over scandal, past",Lois Lerner is under the protection of her lawyers and the Fifth Amendment. She touched off the public controversy when she apologized for the IRS' practice of targeting conservative organizations for additional scrutiny.,right,center
"IRS official who refused to testify facing more scrutiny over scandal, past",Lois Lerner is under the protection of her lawyers and the Fifth Amendment. She touched off the public controversy when she apologized for the IRS' practice of targeting conservative organizations.,right,center
White House Plays Down Data Program,"The Obama administration is trying to marshal new evidence in defense of its collection of private Internet and telephone data. Obama administration officials have held 13 classified hearings and briefings for members of Congress since 2009. Congress has been briefed 13 times on the programs since 2009, the administration says.",center,left
White House Plays Down Data Program,The Obama administration is trying to marshal new evidence in defense of its collection of private Internet and telephone data. Obama administration officials have held 13 classified hearings and briefings for members of Congress since 2009.,center,left
White House Plays Down Data Program,The Obama administration is trying to marshal new evidence in defense of its collection of private Internet and telephone data. The director of national intelligence conceded for the first time that the Prism program existed.,center,left
White House Plays Down Data Program,The Obama administration tried Saturday to marshal new evidence in defense of its collection of private Internet and telephone data. The director of national intelligence conceded for the first time that the Prism program existed. Congress has been briefed 13 times on the programs since 2009.,center,right
White House Plays Down Data Program,"The Obama administration tried Saturday to marshal new evidence in defense of its collection of private Internet and telephone data. The director of national intelligence conceded for the first time that the Prism program existed. He insisted it was ""not an undisclosed collection or data mining program""",left,right
White House Plays Down Data Program,The Obama administration tried Saturday to marshal new evidence in defense of its collection of private Internet and telephone data. The director of national intelligence conceded for the first time that the Prism program existed.,center,right
White House Plays Down Data Program,"The Obama administration is trying to marshal new evidence in defense of its collection of private Internet and telephone data. The director of national intelligence conceded for the first time that the Prism program existed. But he insisted it was ""not an undisclosed collection or data mining program""",right,center
White House Plays Down Data Program,The Obama administration is trying to marshal new evidence in defense of its collection of private Internet and telephone data. Obama administration officials have held 13 classified hearings and briefings for members of Congress since 2009.,center,center
White House Plays Down Data Program,The Obama administration is trying to marshal new evidence in defense of its collection of private Internet and telephone data. The director of national intelligence conceded for the first time that the Prism program existed.,center,center
N.R.A. Details Plan for Armed School Guards,"The National Rifle Association task force released a 225-page report on Tuesday. The report called for armed police officers, security guards or staff members in every American school. It also urged states to loosen gun restrictions to allow trained teachers and administrators to carry weapons.",center,left
N.R.A. Details Plan for Armed School Guards,The National Rifle Association task force released a 225-page report on Tuesday. The report urged states to loosen gun restrictions to allow trained teachers and administrators to carry weapons. The recommendations drew immediate criticism from gun control advocates and many Democrats.,center,left
N.R.A. Details Plan for Armed School Guards,"The National Rifle Association task force released a 225-page report on Tuesday. The report called for armed police officers, security guards or staff members in every American school. The recommendations drew immediate criticism from gun control advocates and many Democrats.",center,left
N.R.A. Details Plan for Armed School Guards,"The National Rifle Association released a 225-page report on Tuesday. The report called for armed police officers, security guards or staff members in every American school. The recommendations drew immediate criticism from gun control advocates and many Democrats.",center,right
N.R.A. Details Plan for Armed School Guards,"The National Rifle Association released a 225-page report on Tuesday. The report called for armed police officers, security guards or staff members in every American school. It also urged states to loosen gun restrictions to allow trained teachers and administrators.",center,right
N.R.A. Details Plan for Armed School Guards,"The National Rifle Association released a 225-page report on Tuesday. The report called for armed police officers, security guards or staff members in every American school. The recommendations drew immediate criticism from gun control advocates.",center,right
N.R.A. Details Plan for Armed School Guards,"National Rifle Association task force calls for armed police officers, security guards or staff members in every American school. Report urges states to loosen gun restrictions to allow trained teachers and administrators to carry weapons. Recommendations drew immediate criticism from gun control advocates and many Democrats.",center,center
N.R.A. Details Plan for Armed School Guards,"National Rifle Association task force calls for armed police officers, security guards or staff members in every American school. Report urges states to loosen gun restrictions to allow trained teachers and administrators to carry weapons.",center,center
N.R.A. Details Plan for Armed School Guards,"National Rifle Association task force calls for armed police officers, security guards or staff members in every American school. Report also urges states to loosen gun restrictions to allow trained teachers and administrators to carry weapons.",center,center
NRA urges states to allow more armed officers in schools,NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. Former Arkansas Rep. Asa Hutchinson led the NRA's review in the wake of the Newtown mass shooting. He appeared to ease off slightly on the call for armed officers in every school.,center,left
NRA urges states to allow more armed officers in schools,"NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. Former Arkansas Rep. Asa Hutchinson, who led the review, appeared to ease off slightly on the call for armed officers in every school.",right,left
NRA urges states to allow more armed officers in schools,NRA urges states to allow more armed officers in schools. NRA CEO Wayne LaPierre in December called for armed officers to be installed in every school in the country.,center,left
NRA urges states to allow more armed officers in schools,NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. Former Arkansas Rep. Asa Hutchinson led the NRA's review in the wake of the Newtown mass shooting. He appeared to ease off slightly on the call for armed officers in every school.,center,right
NRA urges states to allow more armed officers in schools,"NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. Former Arkansas Rep. Asa Hutchinson led the NRA's review. He said it's ""important"" for every school to have at least one armed officer.",center,right
NRA urges states to allow more armed officers in schools,NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. Former Arkansas Rep. Asa Hutchinson led the NRA's review. He appeared to ease off slightly on the call for armed officers in every school.,center,right
NRA urges states to allow more armed officers in schools,NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. NRA CEO Wayne LaPierre in December called for armed officers to be installed in every school in the country. The review comes as Congress and a number of state legislatures pursue gun control legislation.,center,center
NRA urges states to allow more armed officers in schools,NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. NRA CEO Wayne LaPierre in December called for armed officers to be installed in every school in the country. Former Arkansas Rep. Asa Hutchinson led the NRA's review.,center,center
NRA urges states to allow more armed officers in schools,NRA calls for state legislatures to allow more school personnel to carry weapons on school grounds. NRA CEO Wayne LaPierre in December called for armed officers to be installed in every school in the country.,center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Patrick. Patrick has consistently said that the pick to succeed Kerry should not run in the general election.",left,left
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Patrick. Patrick has consistently said the pick to succeed Kerry should not run in the general election.",left,left
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Patrick. He will become the second black senator from Massachusetts, after Edward Brooke.",left,left
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Gov. Deval Patrick. Patrick has consistently said that the pick to succeed Kerry should not run in the general election slated for June 25.",left,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Gov. Deval Patrick. Patrick has consistently said that the pick to succeed Kerry should not run in the general election slated for June 25.",left,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Gov. Deval Patrick. Patrick has consistently said that the pick to succeed Kerry should not run in the general election.",left,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Gov. Deval Patrick. Patrick has consistently said that the pick to succeed Kerry should not run in the general election.",left,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Gov. Deval Patrick. The late Sen. Ted Kennedy requested that the interim pick not run in the general election.",center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"William ""Mo"" Cowan will hold the seat in an interim capacity until an election in June. Cowan, 43, is a former chief of staff and former legal counsel to Gov. Deval Patrick. He will become the second black senator from Massachusetts, after Edward Brooke.",left,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan said he would not seek the permanent office or use the appointment as a springboard later.",center,left
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard later.",center,left
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard.",center,left
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard later. “This is going to be a very short political career,” he vowed.",center,right
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard later. “This is going to be a very short political career,’ he vowed.",center,right
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan says he will not seek the permanent office or use the appointment as a springboard later. ‘This is going to be a very short political career,’ he vowed.",center,right
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan is a longtime friend and former aide to Gov. Deval Patrick, the state’s first black governor. He is a former partner in the politically connected law firm of Mintz Levin.",center,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan is a longtime friend and former aide to Gov. Deval Patrick, the state’s first black governor.",center,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan, 43, will become Massachusetts’ first black senator since Edward Brooke, a Republican, held the seat from 1966 to 1978. Cowan is a longtime friend and former aide to Gov. Deval Patrick.",center,center
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the decision could have ramifications for many gay couples’ tax liabilities.,center,left
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the ruling creates complications for gay couples who live in 37 states that do not recognize their marriages.,center,left
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the decision could have ramifications for many gay couples' tax liabilities.,center,left
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the decision could have ramifications for many gay couples’ tax liabilities.,center,right
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the decision could have ramifications for many gay couples' tax liabilities.,center,right
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. The ruling applies to legal marriages made in the United States or foreign countries.,center,right
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. But the ruling creates complications for gay couples who live in any of the 37 states that do not recognize their marriages.,center,center
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. The ruling applies to legal marriages made in the United States or foreign countries. But it does not extend to civil unions or domestic partnerships.,center,center
Gay Marriages Get Recognition From the I.R.S.,All same-sex couples who are legally married will be recognized as such for federal tax purposes. It is the broadest federal rule change to come out of the landmark Supreme Court decision in June. The ruling applies to legal marriages made in the United States or foreign countries.,center,center
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"U.S. Department of the Treasury will recognize same-sex marriages. Same-sex married couples in states that don't recognize their marriages will be treated equally. The policy only applies to married couples, and not those in domestic partnerships.",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"U.S. Department of the Treasury will recognize same-sex marriages. Same-sex married couples in states that don't recognize their marriages will be treated equally. The policy only applies to married couples, not those in domestic partnerships.",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,U.S. Department of the Treasury will recognize same-sex marriages. Same-sex married couples in states that don't recognize their marriages will be treated equally. The policy only applies to married couples.,center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't. The move follows the Supreme Court's ruling to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they don't live in the same state. The move follows the Supreme Court's ruling to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't. The move follows the Supreme Court's ruling to overturn the Defense of Marriage Act.,center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't recognize them. The move follows the Supreme Court's decision to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,center
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't recognize them. The move follows the Supreme Court's ruling to overturn the Defense of Marriage Act. The policy only applies to married couples, and not those in domestic partnerships.",center,center
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,The U.S. Treasury will recognize same-sex marriages even if they live in a state that doesn't recognize them. The move follows the Supreme Court's decision to overturn the Defense of Marriage Act.,center,center
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. He also calls for criminal background checks for nearly all gun sales. The plan is already earning a mixed response from lawmakers. Gun-rights groups say the effort is misguided.",right,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. He also calls for criminal background checks for nearly all gun sales. The plan is already earning a mixed response from lawmakers.",center,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. He also calls for criminal background checks for nearly all gun sales. The plan includes 23 steps he took without congressional action.",center,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. President also calls for criminal background checks for nearly all gun sales. Plan is already earning a mixed response from lawmakers. House Speaker John Boehner declines to weigh in on the president's proposals.",right,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. President also calls for criminal background checks for nearly all gun sales. President signs nearly two-dozen executive actions without congressional action. House Speaker John Boehner declines to weigh in on the proposals.",center,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. President also calls for criminal background checks for nearly all gun sales. Plan is already earning a mixed response from lawmakers. House Speaker John Boehner declines to weigh in on the proposals.",right,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. President also wants criminal background checks for nearly all gun sales. President signs nearly two-dozen executive actions. Gun-rights groups say effort to impose more gun control measures is misguided.",center,center
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. President also wants criminal background checks for nearly all gun sales. President signs nearly two-dozen executive actions without congressional action. House Speaker John Boehner declines to weigh in on the proposals.",center,center
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","Obama calls for tougher assault weapons ban, 10-round limit on magazines. President also wants criminal background checks for nearly all gun sales. President signs nearly two-dozen executive actions without congressional action.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama proposes reinstating assault weapons ban, eliminating armor-piercing bullets. Obama also calls on Congress to allocate resources to help schools. Proposals come at end of month-long review process spearheaded by Biden. NRA has already signaled it will try to block the administration's effort.",center,left
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama proposes reinstating assault weapons ban, eliminating armor-piercing bullets. Obama also calls on Congress to allocate resources to help schools. Proposals come after month-long review process spearheaded by Vice President Biden.",center,left
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama proposes reinstating assault weapons ban, eliminating armor-piercing bullets. Obama also calls on Congress to allocate resources to help schools. Proposals come at end of month-long review process spearheaded by VP Biden.",right,left
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",President Barack Obama unveils sweeping gun control proposals. The proposal would reinstate the assault weapons ban. It would also reinstate a 10-round limit on ammunition magazines. The package would also provide mental health services in schools.,center,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",President Barack Obama unveils sweeping gun control proposals. The proposal would reinstate the assault weapons ban. It would also reinstate a 10-round limit on ammunition magazines. It also would provide mental health services in schools.,center,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation",President Barack Obama unveils sweeping gun control proposals. The proposal is broken down into four key subsections. The NRA has already signaled that it will try to block the administration's effort.,center,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","President Barack Obama unveils most sweeping effort at gun control policy reform in a generation. Obama recommends reinstating assault weapons ban, restoring 10-round limit on ammunition magazines. President also proposes providing mental health services in schools, allocating funds to hire more police officers. The cost of the package, senior officials estimated, would be roughly $500 million.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","President Barack Obama unveils most sweeping effort at gun control policy reform in a generation. Obama recommends reinstating assault weapons ban, restoring a 10-round limit on ammunition magazines. Plan also calls for providing mental health services in schools, allocating funds to hire more police officers. NRA has already signaled that it will try to block the administration's effort.",center,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","President Barack Obama unveils most sweeping effort at gun control policy reform in a generation. Obama recommends reinstating assault weapons ban, restoring a 10-round limit on ammunition magazines. Plan also calls for providing mental health services in schools, allocating funds to hire more police officers.",center,center
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, is expected to plead guilty to filing false tax returns. He was accused of spending $750,000 in campaign funds on personal items for himself and his wife.",center,left
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, is expected to plead guilty to filing false tax returns. He was accused of spending $750,000 in campaign funds on personal items.",center,left
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, is expected to plead guilty to filing false tax returns. He was accused of spending $750,000 in campaign funds on personal items for himself.",center,left
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, is expected to plead guilty to filing false tax returns. Jackson was accused of spending $750,000 in campaign funds on personal items.",center,right
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, is expected to plead guilty to filing false tax returns. Jackson says he was clearheaded and had not been under treatment for alcohol or drug abuse.",right,right
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, is expected to plead guilty to filing false tax returns. Jackson was accused of spending $750,000 in campaign funds on personal items for himself.",center,right
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, expected to plead guilty to filing false tax returns. Jackson said he was clearheaded and had not been under treatment for alcohol or drug abuse.",center,center
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, expected to plead guilty to filing false tax returns. Ex-congressman accused of spending $750,000 in campaign funds on personal items.",center,center
Jackson Jr. Pleads Guilty,"Former Rep. Jesse Jackson Jr. pleads guilty to conspiracy. Wife, Sandra Jackson, expected to plead guilty to filing false tax returns. Ex-Rep. Jackson resigned from Congress last year amid a federal investigation.",right,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"The 100 pages of e-mails showed a disagreement between David H. Petraeus, then the director of the C.I.A., and his deputy, Michael J. Morell. The White House released the e-mail to reporters after Republicans seized on snippets of the correspondence.",left,left
