Title,Summary,Predicted Bias,Stance
White House Plays Down Data Program,"The NSA is tapping into our phone lines (Verizon) and Internet connections (Facebook) and is using those lines to spy on us. This is done without a warrant based on suspicion. So far no proof of terrorists planning attacks has come to light. The NSA has just given itself access to your entire life – literally.
Source: http://www.nytimes.com/2013/06/08/us/politics/nsa-data-mining-program-is-said-to-tap-into-fixtures-of-modern-life.html?hp&_r=0",center,center
White House Plays Down Data Program,A federal judge says she will rule next week on whether the N.S.A. must turn over to a civil liberties group documents relating to its domestic spying program. [Source: New York Times],right,center
N.R.A. Details Plan for Armed School Guards,"Some people think arming teachers makes schools safer, others do not. This story provides conflicting opinions and presents a wide range of views on the issue.
What were some of the main arguments made? How did they differ from each other?
Do you agree with the statement, ""Arm teachers if you want to keep your children safe""? Why or why not?",left,center
N.R.A. Details Plan for Armed School Guards,"The report calls for armed police officers, security guards or staff members in every American school.
Conclusion: The report supports having armed police officers and staff members in every school.
Causal Relationship: Armed officers/staff will deter attacks against schools.",center,center
N.R.A. Details Plan for Armed School Guards,"This summary tells us that the NRA issued a report supporting armed guards in schools. The report was presented at a press conference where the attendants were treated with unusual security measures. Democrats opposed the report because they said arming teachers was the wrong approach. Marian Wright Edelman, president of the Children's Defense Fund, says the NRA should be ashamed for creating an atmosphere of ""fear"" among Americans.
Analysis: At first glance, this article appears neutral. The title only mentions the report, but the second paragraph seems fairly balanced. The third paragraph, however, introduces a political bias. Only Democrats oppose this report? Republicans never oppose anything? What about the Independents? Or those people who don't like politics? Are there any people who are neutral on this issue? Perhaps the editors could have found someone to quote who wasn't so easily labeled ""Democratic,"" thus making the situation appear less partisan. Additionally, the article does not give much information on what the report actually recommends. It says armed guards will be stationed in every American school, but does not explain how this will occur nor why this is the best solution.",center,center
NRA urges states to allow more armed officers in schools,"The NRA recommended that states allow more trained school employees to carry guns inside school buildings. This recommendation was made as part of an investigation into what could be done to prevent future shootings like the ones in Newtown and elsewhere. In order for those suggestions to work, each individual state would need to approve their own laws to make them happen.
Asa Hutchinson has been a politician for over 30 years and currently serves as the Director of Homeland Security. His experience working with federal agencies makes him qualified to lead the National Rifle Association.",center,right
NRA urges states to allow more armed officers in schools,"The NRA's Hickok45 YouTube channel is suspended for hate speech.
http://news.cnet.com/8301-10797_3-57584152/nras-hickok45-youtube-channel-gets-suspended-for-hate-speech/
I've been meaning to comment on the whole NRA-YouTube spat for some time now, but I've been waiting to see what actually happened first. According to The Washington Post, NRA chief executive Wayne LaPierre sent out an email to NRA members complaining that YouTube was shutting down videos posted by ""Patriot Pioneers,"" a pro-NRA grassroots organization. What does that mean? It means that, according to LaPierre's reading of events, Patriot Pioneers' videos on their own channel had gotten too much attention and so YouTube took action.
And no, YouTube didn't take action against the Patriot Pioneers channel. A representative of the channel told TechCrunch that its own channel was suspended for ""hateful speech"" toward Muslims. Which strikes me as an odd claim: if you read the post at the top of the Patriot Pioneers channel right now, it's all talk of the Second Amendment, God, liberty, and (of course) Donald Trump. There's nothing hateful there, unless we define ""hateful"" as anything that isn't praising Hillary Clinton. The channel's Twitter account, too, seems to just be making conservative points about politics and the First Amendment.
So why were they suspended? The Patriot Pioneers website says that a copy of the letter the channel received from Google, which runs YouTube, says that the channel violated Community Guidelines rules on ""hateful content directed at religious groups."" There is a note there that says that the rules around that area are complicated, and that it will try to work something out with them.
There are lots of conspiracy theories flying around, naturally. One of them, as The Washington Post notes, is that LaPierre deliberately lied in order to get people to send money to the NRA. But the real answer, I think, is probably less dramatic: maybe someone at YouTube simply misinterpreted what was going on",left,right
NRA urges states to allow more armed officers in schools,"Should I buy my own guns?
Campus carry bill faces push back
Is college open carry law constitutional?",right,right
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,"Massachusetts Gov. Deval Patrick appoints former chief of staff William ""Mo"" Cowan to serve temporarily in the Senate.
Governor Patrick Appoints Bill Cowan to Serve Temporarily in U.S. Senate
BOSTON – Today, Governor Deval Patrick announced that he is appointing William “Mo” Cowan to serve temporarily in the United States Senate. Mr. Cowan is the former executive director of the New England Council and former chief of staff to Governor Patrick. The governor is also appointing Lieutenant Governor Timothy P. Murray as Acting Governor during the period when Mr. Cowan will serve as acting Senator.
“I’m excited to make this historic appointment,” said Governor Patrick. “Mo brings strong business experience and relationships throughout the Commonwealth to this role. I’ll be counting on him to tackle some of our nation’s most pressing challenges, including the debt ceiling debate. He also happens to be my friend.”
Mr. Cowan has been an active supporter of the Patrick administration’s efforts to improve access to college, expand charter school options, promote clean energy initiatives, and create jobs through smart economic policies. He has worked closely with the administration in the areas of transportation policy and economic development strategy, particularly focusing on the Gateway Cities Initiative. Prior to joining the Patrick administration in 2008, Mr. Cowan was a partner at the law firm Mintz Levin, where he practiced corporate and litigation law. He previously served as general counsel and executive vice president at Shawmut National Bank and as senior vice president of government affairs and community development at Fleet Financial Group.
“Serving the people of Massachusetts as their new Senator is a great honor,” said Mr. Cowan. “This opportunity comes at a critical moment in our nation’s history. If we are able to find unity in action and focus on getting things done, we can emerge stronger. That is one of the reasons I joined the Patrick administration in 2008 and why I want to be part of moving our country past these difficult times. I am grateful to Governor Patrick and to the many leaders of this state who have placed their trust in me today.”
Lieutenant Governor Tim Murray stated: “In naming Bill Cowan to serve in the United States Senate, Governor Patrick shows great leadership in appointing someone he has complete faith in to",center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,Massachusetts Governor Deval Patrick names Mo Cowan to serve as Senator until a special election can be held later this year.,center,center
Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,Mo Cowan Senate: Deval Patrick Names Former Chief Of Staff To Replace John Kerry,left,center
William Cowan Named Interim Senator in Massachusetts,Governor Deval Patrick appointed William Cowan to fill John Kerry's senate seat. This makes him Massachusetts' first black senator.,center,center
William Cowan Named Interim Senator in Massachusetts,"This article is about the replacement of Senator John Kerry following his nomination by President Obama.
What is the purpose of the article? The purpose of the article appears to be to let people know who will replace John Kerry and what their plans are.
What is most important information for you to know before reading the text? John Kerry has accepted President Obama's offer to become Secretary of State. Therefor Governor Deval Patrick has to appoint a temporary replacement until the election is decided.
Who is the author? The article was written by Helene Cooper. She is a reporter and blogger from the New York Times. Her blog can be found here. (http://cooper.blogs.nytimes.com/)
When was the story published? The story was published on March 1st, 2013.
Why did you choose this article? I chose this article because it is about politics in my own state.
How was this information valuable to you? In general I am not interested in these types of articles. However, having someone fill this role is interesting to me because I live in the same state as Kerry's soon to be replacement.",center,center
William Cowan Named Interim Senator in Massachusetts,"William Cowan was appointed U.S. senator from Massachusetts after the departure of Senator Kerry due to appointment as Secretary of State by President Obama. Governor Patrick, himself appointed governor through a compromise by both parties, appointed the highly regarded Mr. Cowan, a former lieutenant of his, to replace Mr. Kerry. Mr. Cowan had no intention of running again for the permanent job.
Massachusetts Legislature approves $5 million to help close Bayside landfill
Massachusetts officials are looking into how to reduce plastics waste",center,center
Gay Marriages Get Recognition From the I.R.S.,The U.S. Department of Labor (DOL) has issued a new opinion letter concluding that same-sex spouses who are both covered by workplace health insurance benefits provided through a plan sponsored by their respective employers are eligible to be covered dependents under the Affordable Care Act (ACA). The DOL concludes that the IRS should consider the same-sex spouses of employees covered by a qualified health plan under a cafeteria plan under the ACA as qualifying “spouses” for the purposes of exclusion from gross income and taxation of premiums paid with pretax dollars.,center,right
Gay Marriages Get Recognition From the I.R.S.,"Summarize this article: WASHINGTON — All same-sex couples who are legally married will be recognized as such for federal tax purposes, even if the state where they live does not recognize their union, the Treasury Department and the Internal Revenue Service said Thursday.",center,right
Gay Marriages Get Recognition From the I.R.S.,"Today, the U.S. Departments of Health and Human Services (HHS) and Treasury issued guidance clarifying that all Medicare Advantage plans cover care received from a participant's spouse living in a nursing home. This policy ensures that Medicare beneficiaries in all parts of the country have access to spousal care wherever their spouse resides without interruption in benefits.
This bulletin includes a fact sheet highlighting the importance of providing equitable treatment between married same sex couples. It details how Medicare recognizes marriages between people of the opposite sex and marriages between two persons of the same sex. HHS is publishing this bulletin in response to the recent U.S. Supreme Court decision declaring a portion of the Federal Defense of Marriage Act (DOMA) unconstitutional.
HHS and the Centers for Medicare & Medicaid Services (CMS) are committed to implementing the U.S. Supreme Court decision in an efficient manner while continuing to protect the fiscal integrity of the Medicare program. CMS continues to work closely with HHS Office of Civil Rights to implement these provisions in a manner that reflects our responsibility to protect the health and well-being of America's seniors and people with disabilities.
Married same sex couples are eligible for many of the same programs that married opposite-sex couples receive. For example, they are covered under the same rules and policies that apply to married opposite-sex couples when it comes to enrolling in Medicare Part D prescription drug coverage. If an enrollee's spouse dies or moves outside of the area served by the enrollee's prescription drug plan, he or she will still get prescription drug coverage as long as both remain residents of the same state.
Additionally, same sex couples will continue to be covered as dependents under their employer-sponsored health insurance plans. When it comes to employee benefit plans, spouses are usually defined as the person with whom you share your home – not simply a man and a woman.
In light of the recent court rulings, HHS and CMS are issuing today's guidance on Medicare Advantage plans to clarify that all Medicare Advantage Plans – including Special Needs Plans (SNP), Specialized Medication Plans (SMP) and Dual",center,right
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"WASHINGTON – The U.S. Department of the Treasury announced Thursday that when it comes to taxes, it will recognize same-sex couples' marriages even if they live in a state that does not.",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"Edie Windsor has been granted a refund for the $363,053 that the government wrongly charged her in 2012. She has also won damages from the government, equal to the amount that the government should have refunded her but did not due to its failure to adjust to the new rules. The suit was brought because the government had argued that Edie, after the death of her spouse, Thea Spyer, was not entitled to file for a deduction for a married couple on her tax return and had therefore imposed a tax penalty. When the Supreme Court struck down the Defense of Marriage Act, the government should have corrected its own practice and given Edie a full refund, but the government failed to do so and the court held the government responsible for Edie’s attorney fees, up to an agreed upon maximum of $400,000.
Windsor v. United States, Docket #1:13cv01821, 8/21/13: For the first time since the landmark U.S. Supreme Court ruling in United States v. Windsor invalidated Section 3 of the Defense of Marriage Act (DOMA), the U.S. District Court for the Southern District of New York issued a written decision granting Edie Windsor a refund of taxes paid on the value of her deceased spouse’s estate, plus interest. At issue was whether the U.S. government was required under the Due Process Clause of the Fifth Amendment of the Constitution to provide a refund of the excess taxes Ms. Windsor paid when she was not eligible to claim the spousal exemption in connection with her late spouse’s estate. The Court held that the government was indeed obligated to provide such a refund, and that its failure to do so was a violation of the Constitution. As stated by Judge Carter in his order, “the judgment hereby entered represents a debit on the Nation’s financial ledger.” The Court also ordered that the government pay Ms. Windsor’s attorneys fees and costs in the action.
Earlier this month, Judge Barbara Jones had orally ruled that the government was required to provide a refund to Edie Windsor. However, the Court’s",center,left
Same-Sex Married Couples To Get Federal Tax Recognition Regardless Of State,"The Department of the Treasury announced that when it comes to taxes, it will recognize same-sex couples' marriages even if they live in a state that does not.",center,left
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","1) ""Assault Weapon Ban"" - Restricts certain rifles/shotguns. 2) 10 round magazine capacity limitation - Assault weapons are banned from having 10 or less rounds. 3) Ban of Armour Piercing ammunition (AP).
Note: None of these would have prevented Sandy Hook nor any other mass murder that has occurred. They only serve to restrict legal firearms and owners. This is just another stepping stone in the road to confiscation.
The plan calls for increased penalties for violators including,
""A maximum sentence of five years in prison for illegally selling a gun to someone who uses it in a crime,""
And of course, mandatory sentences of 25 years for felony crimes involving gun ownership.
Obviously, the government knows better than you who needs an AK, Mini-14, SKS, AR-15 style weapon or H&K MP-5, FN P90, or other semi automatic rifle. You know...the type of weapons that are used by gangsters, drug lords, terrorists, etc. But the president says that the Second Amendment doesn't grant individual Americans the right to possess these military style semi-automatics?
That's why, according to him, you need to be licensed to buy, sell, trade, and collect. If the American people aren't allowed to have them, who else will be able to get their hands on these weapons? Only criminals!
So...who really are the bad guys here? If we let them keep their guns but ban everyone else, that sounds pretty much like a confiscation attempt to me.
Congress must reject the President’s unconstitutional proposal.",right,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","This article is about President Obama calling for a new and tougher assault-weapons ban and a 10-round limit on magazines, as part of a comprehensive plan to curb gun violence that includes 23 steps he took without congressional action.
Source: http://www.usatoday.com/story/news/politics/2013/01/16/obama-gun-control/1835097/",left,right
"Obama urges new restrictions on assault weapons, magazines as part of gun control plan","What happened in 2012?
Obama announced plans to appoint a bipartisan commission to investigate what happened during the botched raid on Osama bin Laden's compound last year.
""We owe it to them (the fallen heroes) to make sure that lessons are learned so that we are even stronger and safer going forward,"" he said.
He also marked the second anniversary of the Deepwater Horizon oil rig explosion in the Gulf of Mexico, saying that while BP has paid out $5.5 billion dollars to victims of the disaster, it still owes billions more in penalties.
Summary: What happened in January 2012?
President Barack Obama unveiled sweeping proposals to prevent gun violence, calling for limits on the size of ammunition clips and reinstatement of the ban on military style assault weapons. He announced the changes in a major policy speech, saying they reflect ideas raised by victims, family members and law enforcement officials in the wake of last month’s Newtown shootings.
Obama said he’ll press Congress to act on at least one piece of his proposal – expanding the ban on assault weapons. But a number of other items will be addressed through executive action. They include directing the Federal Bureau of Investigation to ensure records in the FBI database are complete when a background check is conducted on someone who tries to purchase a firearm; requiring gun dealers in states that may issue concealed carry permits to report the sale of multiple guns to the federal government within 24 hours; and requiring federal agencies that sell firearms to the public to establish procedures designed to ensure their inventories are kept secure.
Also included in the proposal are provisions to strengthen school security and improve coordination between state and federal authorities. “Within the next few days I will convene my entire cabinet to meet with me and propose reforms that will keep guns away from criminals,” Obama told reporters Tuesday.
Republicans in Washington quickly dismissed the president’s proposals as unrealistic. Republican National Committee Chairman Reince Priebus said Tuesday, “In the coming weeks, Republicans intend to hold a vote in both houses on our plan to support law-abiding gun owners.”
The National Rifle Association on Monday said it",center,right
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation
CBS News Wire Report - 23 Jan 2013",right,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Gun Control Is Not Dead Yet
http://www.slate.com/blogs/weigel_..._is_not_dead_yet.html?wpisrc=nl_politics
Gun Control Is Not Dead Yet
Obama’s new plan looks good—but the chances of passing any major gun reforms are still slim.
Following Wednesday's press conference, here's my quick take on the Obama administration's new gun control proposals.
This plan may look like an omnibus gun bill, but the devil's in the details. There isn't anything particularly remarkable about the list of proposals themselves (except for the assault weapon ban), since they've either been proposed before (the universal background checks) or would be likely to pass constitutional muster based on precedent (the gun show loophole). And while the proposal to ban certain types of ammo clips (which carry 10 rounds each and thus fall outside the scope of the 1994 ban) does appear to mark a notable departure from previous efforts, the ban is limited to newly manufactured ammo. This means that, unlike the ban itself, this proposal won't apply to the vast majority of guns already out in circulation (i.e., the ones that aren't being used as crime tools and that therefore aren't subject to the same degree of regulation under federal law).
What strikes me as significant is not the proposals per se but their presentation and the reaction of the media, the public, and Washington. When the administration released its gun violence action plan on Thursday morning, much of the coverage treated the proposals as an itemized wish list. That's understandable given the level of detail (e.g., see the Department of Justice's 165-page memo outlining its specific suggestions). But it's misleading. The real story isn't that the Obama administration wants to do X, Y, and Z (although that is a real story in its own right); the real story is the new tone surrounding this issue. For example, note the headline of the Washington Post editorial board's piece today:
President Obama has done something extraordinary for an American politician. He has seized the moment. After a horrific slaughter of innocents in Newtown, Conn., Americans have",left,center
"Obama Gun Control Proposals Unveiled, Marking Biggest Legislative Effort In A Generation","Obama Gun Control Proposals Unveiled
Obama To Announce Plan For Controlling Guns",right,center
Jackson Jr. Pleads Guilty,"Former congressman and Democratic candidate for mayor of Chicago Jesse Jackson Jr. pleaded guilty today to charges that he spent $750,000 in campaign funds for personal items, which included jewelry, clothing, vacations, and even a fur coat.
Labels: crime, political corruption",center,center
Jackson Jr. Pleads Guilty,"Jesse Jackson Jr., former congressman, pleads guilty to misusing campaign funds.
http://www.washingtonpost.com/local/jesse-jackson-jr-pleads-guilty-to-misusing-campaign-funds/2013/01/27/7bffc8cc-644c-11e2-874b-9862906bd212_story.html",left,center
Jackson Jr. Pleads Guilty,"Former Illinois Congressman Jesse Jackson Jr. pleads guilty to misusing $750,000 in campaign funds on personal items and trips.",center,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"Here's why this should be treated as a non-story - this is the normal procedure for crafting a policy response. Any response would involve multiple stakeholders, each with their own preferences, and everyone would be fighting for control. This isn't some scandal; this is how things are supposed to work. The fact that the administration is putting out this information is already a victory, since that's normally unheard of.
I mean seriously, the GOP is whining because the final product wasn't 100% perfect? You can't please everybody, and trying to will get you paralyzed.
It's interesting the way they got rid of the CIA stuff - ""we didn't want to influence the investigation."" Okay, well why weren't there any CIA people present at the meeting where the talking points were decided upon? What, was the CIA too busy to attend such important meetings (or did they not get invited?) If nothing else, shouldn't there have been a CIA representative present at the meeting? Isn't that pretty standard practice, even if the CIA doesn't get a vote on every decision that gets made? That's just basic procedure; they should have someone there to make sure the facts were accurate.
As for the substance of the story - yes, the president's speechwriter reworded some things to make it sound better. So what? He shouldn't have done that. And yes, the substance was wrong. But at least he didn't deliberately lie, which is the real problem here.
Labels: Benghazi, Clinton, GOP, idiots, liars, Obama, Republicans, spin, stupidity",left,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"On September 11, 2012, Islamic terrorists carried out premeditated murderous assaults against two US embassies (one in Benghazi, Libya; another in Sanaa, Yemen), destroying both buildings in the process. A mob attacked the U.S. consulate in Benghazi, killing the US ambassador (Chris Stevens) along with three other Americans: Glen Doherty (former Navy SEAL), Sean Smith (State Department communications specialist), Tyrone Woods (former Navy SEAL). To make matters worse, President Obama and Secretary of State Clinton publicly lied, claiming that the murders were the result of spontaneous protests against a video trailer posted on YouTube.
According to multiple sources, President Barack Hussein Obama was informed almost immediately that the attack on our diplomatic mission in Benghazi resulted from deliberate planning by Islamic militants. Nevertheless, President Obama and the Clinton state department issued false statements attributing the incident to ""protests"" over an anti-Muslim Internet video trailer. This lie was repeated ad nauseam by Administration officials, including UN Ambassador Susan Rice. President Obama's unqualified support for Ms. Rice's nomination as Secretary of State indicates that he had no intention of holding anyone accountable for misleading America about the Benghazi terror attack.
On April 18, 2013, Congress finally got around to asking pertinent questions regarding the Benghazi cover-up. Here are some highlights from the hearings:
House Select Committee on Benghazi
Congressional Hearing - April 22, 2013
[youtube id=""GqVRXoR_JOo""]
Congressmen Mike Rogers (R-MI) and Frank Wolf (D-VA):
You know, it took us 13 months to ask the right questions.
Representative Jim Jordan (R-OH):
I think you said earlier today that it wasn't until your own investigation that you learned that this was a planned and coordinated attack. Is that correct?...
It was not until your investigation that you found out that this was a planned attack, that there were five different terror groups involved in this attack?
Representative Trey",right,center
E-Mails Show Jostling Over Benghazi ‘Talking Points’,"The US government has acknowledged that the deaths of four diplomatic staff (including US Ambassador to Libya Chris Stevens) was caused by terrorists in a premeditated act of violence. Anger among Republicans is palpable; some are demanding heads roll in the State Department (where Secretary Clinton was personally responsible).
It's time for the Republicans to ask themselves some serious questions. First, what if any responsibility does the Republican party bear for the events leading up to the Benghazi tragedy? Second, what should the Republican party do going forward regarding the Middle East? Third, shouldn't Republican lawmakers examine their own motives for pursuing a scandal-based political agenda?
Let's start with the first question -- who bears responsibility for the Benghazi attacks? Let's look at the facts: the Administration made four requests for increased security at the consulate in Benghazi, all four were rejected by the Secretary of State. The Administration knew that extremist groups like Al Queda posed a significant danger in the area (which is why they requested greater security). The Administration knew that Al Queda had successfully attacked the American Embassy in Khartoum, Sudan (after the US refused to provide additional security). And the Administration knew that Libyan militias were in control of the city, and therefore could not trust the local police force (which the US requested beefed up).
There are lots of things to criticize the Obama Administration for, but for this moment, let's stick to the facts. Was it really so farfetched to think that the US Ambassador to Libya should receive enhanced protection given these circumstances? Or perhaps we should revisit the idea that the Libyan people should decide whether or not to grant permission for the US military to fly over their country? After all, many conservatives believed that this was a good idea during Iraq War II.
On the second question, the Middle East: It is clear from recent events that there is a substantial amount of dissatisfaction among many Arabic countries regarding Western influence in the region. If you look at current events, the Muslim Brotherhood has won parliamentary elections in Egypt, the Palestinian Authority is seeking statehood in UN, and Syria continues to struggle. Not only that, but Iran has announced plans to build 10 more nuclear plants, and Turkey wants to join the European Union.",left,center
Clinton Benghazi Hearings Show Classified Report Could Not Determine Causes Of Attacks,"WASHINGTON -- The classified version of a State Department review of last year's assault on an American compound in Benghazi, Libya, found that it was impossible to say what exactly motivated the attackers, Secretary of State Hillary Clinton revealed Wednesday. Speaking at a pair of hearings on Capitol Hill to examine the Obama administration's handling of and response to the attacks, Clinton repeatedly cited the classified version of the review by a State Department Accountability Review Board, distributed to lawmakers last month. As the ARB makes clear, after their months of research the picture remains still somewhat complicated, Clinton said, during an exchange with Sen. James Risch (R-Idaho). And Im quote Key questions surrounding the identity, actions and motivations of the perpetrators remain to be determined. That the administration wavered over its public declarations of the cause of the assaultrepeatedly citing the video before eventually confirming that it was clearly an act of terrorisminvolved in both forms was widely interpreted among critics as evidence of a desire to suppress or conceal the truth. But from the start, the evidence on the scene in Benghazirepeatedly cited the video as a cause of their anger. The Times later stood by that version of events, citing it in its fact-check of Republican attacks on Obama during the presidential campaign. The ARB, in its unclassified form, mentions that the attackers' motivation is the subject of an ongoing FBI investigation. But the classified version, Clinton said, detailed the possible motivations for the attack, and suggested while they were pre-coordinated and deliberate, they were also opportunistic and not planned extensively. In citing the classified report to rebuff congressional queries about the administrations handling of the crisis, Clinton was drawing on a powerful tool of her office, although discussing a classified document is sure to raise further questions. The added complexity wasnt always satisfying to the legislators who grilled her Wednesday. While being questioned at the House Foreign Relations Committee by Rep. Jeff Duncan (R-S.C.), Clinton urged that he read the classified ARB report to find his answers. There are key questions surrounding the identity, actions and motivations of the perpetrators that remain to be determined, Clinton said. I recommend",left,center
Clinton Benghazi Hearings Show Classified Report Could Not Determine Causes Of Attacks,"A summary of a story can vary depending on your audience. If you’re writing summaries for teachers and professors, then you need to write fairly long ones so that readers have enough information to go out and find the original work. However, if you’re creating content for a large consumer base, then you want to keep things short and sweet. This will help grab the reader’s attention. When writing a summary, try to answer these three questions: What happened? Why did it happen? How does it relate to me?
Write a summary of the article “What We Know About Benghazi.” Write two or three sentences about how important the article is to understand what really happened in Benghazi and why we should care about it. Make sure your first sentence grabs the reader’s attention!",left,center
